Depth CSF-A (m),NGR total counts (cps),Reflectance L*,Reflectance a*,Reflectance b*,Porosity (vol%)
0.0019337030934051,0.45621999023007,0.2683544303797468,0.2790697674418604,0.337007874015748,45.6
0.0019389012200003,0.523561020361964,0.5088607594936709,0.4119601328903654,0.4535433070866141,71.2
0.0019440993465954,0.2619294420416771,0.330379746835443,0.4086378737541528,0.4425196850393701,78.3
0.0019544955997858,0.1615612824820388,0.2974683544303798,0.3554817275747507,0.3984251968503937,70.3
0.0019960806125472,0.160858324099558,0.4126582278481012,0.362126245847176,0.4519685039370079,67.7
0.0020636562582845,0.1701874158534987,0.3253164556962026,0.3322259136212624,0.4346456692913386,67.4
0.0020896468912603,0.1899536524049517,0.5240506329113924,0.4485049833887042,0.462992125984252,68.2
0.0021000431444507,0.1702946467931991,0.6105063291139241,0.3946843853820597,0.5234645669291339,72.4
0.0021260337774266,0.4253017359497683,0.3156962025316455,0.3368770764119601,0.3262992125984252,58.6
0.0021572225369976,0.0574281254840285,0.3632911392405064,0.3853820598006644,0.4047244094488189,76.1
0.0021936094231638,0.1481335859217691,0.549367088607595,0.3820598006644518,0.3165354330708662,78.2
0.0022715813220915,0.0193492273415067,0.3924050632911393,0.4053156146179401,0.3858267716535433,76.2
0.0023079682082577,0.3061205037471257,0.5332911392405063,0.3528239202657807,0.4774803149606299,59.0
0.002318364461448,0.0972584623083246,0.7468354430379748,0.4318936877076411,0.5007874015748032,78.8
0.0024015344869708,0.2812190966389058,0.379746835443038,0.5448504983388703,0.5543307086614173,66.8
0.0024015344869708,0.2366586839189334,0.4607594936708861,0.4784053156146178,0.4740157480314961,47.3
0.0024171288667564,0.3930609667464942,0.2797468354430379,0.2491694352159468,0.3889763779527559,55.4
0.0024327232465419,0.6117525109911713,0.3468354430379747,0.2624584717607973,0.3417322834645669,43.8
0.0024431194997322,0.2489306692402092,0.4481012658227848,0.3322259136212624,0.3039370078740158,70.9
0.002526289525255,0.1360998915776054,0.2772151898734177,0.362126245847176,0.4047244094488189,73.2
0.0025574782848261,0.4950852485970619,0.3125316455696203,0.3398671096345514,0.2933858267716536,50.7
0.0025626764114213,0.6747328162419131,0.3696202531645569,0.2956810631229236,0.2724409448818898,42.6
0.0025678745380164,0.4274773325708022,0.370886075949367,0.2624584717607973,0.3133858267716535,48.7
0.0025886670443971,0.5402413887598146,0.3860759493670886,0.3056478405315614,0.3291338582677166,48.0
0.0025886670443971,0.3157832028690234,0.2455696202531645,0.3687707641196013,0.3401574803149606,78.0
0.0026042614241827,0.2217654978494239,0.4658227848101266,0.4983388704318936,0.4283464566929134,44.6
0.0026198558039682,0.2918230451203966,0.5227848101265823,0.3006644518272425,0.4826771653543307,63.1
0.0026198558039682,0.1345510002263764,0.5840506329113925,0.3833887043189368,0.5711811023622047,67.5
0.0026198558039682,0.1607630077087131,0.6689873417721519,0.4099667774086378,0.6026771653543307,74.6
0.0026198558039682,0.6850031573554468,0.5632911392405064,0.3069767441860465,0.5100787401574803,63.4
0.0027238183358717,0.1679117370220776,0.6335443037974684,0.4282392026578072,0.6292913385826772,69.6
0.0027238183358717,0.418117262989837,0.5043037974683544,0.2980066445182724,0.4790551181102362,66.3
0.0028017902347993,0.1296660351955773,0.6012658227848102,0.4186046511627906,0.4519685039370079,79.4
0.0028277808677752,0.2647770192181673,0.5151898734177215,0.5049833887043189,0.5700787401574803,71.1
0.0028537715007511,0.0122004980281421,0.4620253164556962,0.4186046511627906,0.4188976377952756,78.8
0.0028693658805366,0.2305822640025736,0.4329113924050632,0.4352159468438538,0.3464566929133859,75.5
0.002879762133727,0.2489306692402092,0.4863291139240506,0.3112956810631229,0.4633070866141732,61.3
0.0028953565135125,0.0184913798239029,0.4088607594936709,0.4119601328903654,0.4204724409448819,76.4
0.0029577340326546,0.3474759028249395,0.3759493670886076,0.2524916943521594,0.3905511811023622,60.0
0.0029733284124401,0.3088608499839154,0.4151898734177215,0.335548172757475,0.3212598425196851,77.2
0.0029733284124401,0.3474759028249395,0.3759493670886076,0.2524916943521594,0.3905511811023622,62.2
0.0030772909443436,0.3250646364275417,0.3316455696202531,0.5016611295681063,0.6267716535433071,69.0
0.0030772909443436,0.2062765843371341,0.4544303797468355,0.5116279069767441,0.4125984251968504,71.3
0.003087687197534,0.1844729599313722,0.4708860759493671,0.5813953488372092,0.4960629921259842,70.3
0.003087687197534,0.4943703756657254,0.4560759493670886,0.3026578073089701,0.4707086614173228,58.5
0.0031032815773195,0.6143498826416938,0.2164556962025316,0.2923588039867109,0.3606299212598425,61.7
0.0031396684634857,0.2399947575985035,0.4316455696202531,0.3421926910299003,0.3496062992125984,74.8
0.0031916497294375,0.6905076789267375,0.359493670886076,0.2591362126245847,0.3259842519685039,46.5
0.0032280366156037,0.251790160965555,0.5253164556962026,0.4784053156146178,0.5118110236220472,74.1
0.0032852160081506,0.4412314877697156,0.4468354430379747,0.5282392026578072,0.5354330708661418,68.0
0.0032852160081506,0.0945181160715349,0.6645569620253166,0.4883720930232558,0.5086614173228347,81.1
0.003295612261341,0.0480990337300878,0.4101265822784811,0.4252491694352159,0.4708661417322834,66.6
0.0033112066411265,0.6305536690853201,0.2253164556962025,0.2990033222591362,0.3543307086614173,62.0
0.0033475935272927,0.2830539371626693,0.389873417721519,0.4053156146179401,0.4188976377952756,79.8
0.0033683860336734,0.4259570361368266,0.3050632911392404,0.2790697674418604,0.3133858267716535,47.4
0.0033995747932445,0.2608452180958168,0.5215189873417722,0.2996677740863787,0.4549606299212598,66.8
0.0033995747932445,0.3656932480251635,0.5675949367088607,0.3235880398671096,0.4740157480314961,67.9
0.003446357932601,0.654239792210268,0.4037974683544304,0.282392026578073,0.2881889763779527,46.0
0.0034515560591962,0.1631459174798346,0.7235443037974684,0.3252491694352159,0.4811023622047244,66.7
0.003503537325148,0.3370983307717053,0.429493670886076,0.2910299003322258,0.4765354330708662,67.0
0.003503537325148,0.3776077968807711,0.529493670886076,0.3199335548172757,0.4617322834645669,61.1
0.0035295279581238,0.4575782487996092,0.319873417721519,0.3401993355481727,0.2982677165354331,47.6
0.0035451223379094,0.4439718340065053,0.2227848101265822,0.2624584717607973,0.3244094488188976,59.6
0.0035815092240756,0.2614409455385972,0.4329113924050632,0.4352159468438538,0.3874015748031496,63.0
0.0036074998570515,0.371407465656313,0.2835443037974684,0.3122923588039867,0.2960629921259843,48.9
0.0036178961102418,0.4065124924044751,0.3379746835443038,0.255813953488372,0.3622047244094488,53.8
0.003623094236837,0.2245535022816361,0.4012658227848101,0.3421926910299003,0.4519685039370079,68.0
0.0036334904900273,0.2515995281838653,0.3772151898734177,0.3455149501661129,0.4582677165354331,66.9
0.0036386886166225,0.2337991921935876,0.5088607594936709,0.4883720930232558,0.4204724409448819,71.9
0.0036490848698129,0.0457995258009555,0.4392405063291139,0.4252491694352159,0.4535433070866141,69.6
0.0036594811230032,0.5039020147502115,0.5164556962025316,0.295016611295681,0.4270866141732283,58.7
0.0036594811230032,0.2775255864936674,0.4937974683544304,0.2498338870431893,0.4604724409448819,59.3
0.0037218586421453,0.2208123339409753,0.4721518987341773,0.4983388704318936,0.5480314960629922,75.8
0.0037530474017164,0.286223207158261,0.4822784810126582,0.335548172757475,0.3007874015748031,70.2
0.0037946324144778,0.3257795093588781,0.3088607594936708,0.548172757475083,0.7244094488188977,68.4
0.0038570099336199,0.2286759361856764,0.4101265822784811,0.5083056478405314,0.4818897637795276,70.2
0.0038674061868102,0.1207301235538716,0.4810126582278482,0.335548172757475,0.3401574803149606,68.0
0.0038674061868102,0.353778699169556,0.5831645569620254,0.3029900332225913,0.4601574803149606,64.3
0.0039245855793571,0.6191752749282149,0.3936708860759493,0.2890365448504983,0.278740157480315,48.0
0.0039401799591427,0.0996056284328794,0.4759493670886076,0.4717607973421927,0.431496062992126,59.5
0.0040493406176414,0.9345891267827144,0.429113924050633,0.4119601328903654,0.3905511811023622,70.0
0.0040649349974269,0.100951972453563,0.7291139240506329,0.4252491694352159,0.4960629921259842,82.5
0.0040649349974269,0.2590580357674757,0.4974683544303797,0.4850498338870431,0.5543307086614173,70.5
0.0040857275038076,0.5977410015369768,0.3974683544303797,0.2956810631229236,0.310236220472441,51.2
0.0041065200101883,0.4116238338635308,0.3886075949367088,0.2358803986710963,0.4,53.7
0.0041169162633786,0.4116238338635308,0.3886075949367088,0.2358803986710963,0.4,51.9
0.0041792937825207,0.2751426767225459,0.479367088607595,0.3156146179401993,0.4724409448818898,65.6
0.004215680668687,0.2336562176073203,0.3696202531645569,0.3421926910299003,0.4598425196850394,70.6
0.0042312750484725,0.2084212031311434,0.6246835443037975,0.3681063122923588,0.4922834645669292,60.8
0.0042832563144242,0.2989717744337611,0.4972151898734177,0.2820598006644518,0.4697637795275591,61.5
0.0042832563144242,0.2989717744337611,0.6269620253164557,0.3196013289036544,0.467244094488189,65.2
0.0043092469474001,0.48318261429031,0.309873417721519,0.3455149501661129,0.310236220472441,45.9
0.0043924169729229,0.2073488937341388,0.4569620253164557,0.4784053156146178,0.3700787401574803,68.8
0.0043976150995181,0.529875731255436,0.3189873417721519,0.4518272425249169,0.4913385826771653,73.4
0.0044288038590891,0.032729265706354,0.4544303797468355,0.4186046511627906,0.4440944881889764,74.4
0.0044392001122795,0.279908496264789,0.6463291139240507,0.2820598006644518,0.4670866141732284,62.3
0.004454794492065,0.4861612515042119,0.3405063291139241,0.2923588039867109,0.310236220472441,39.2
0.0044859832516361,0.2597729086988121,0.4544303797468355,0.3554817275747507,0.3070866141732283,45.9
0.0044911813782312,0.2918230451203966,0.4924050632911393,0.2837209302325581,0.4692913385826772,64.6
0.0045327663909926,0.1886430520308349,0.4417721518987342,0.4385382059800664,0.3700787401574803,70.9
0.0045379645175878,0.5874468313257318,0.3810126582278481,0.3255813953488372,0.2566929133858268,52.4
0.0045483607707782,0.4382290214581025,0.330379746835443,0.2491694352159468,0.368503937007874,42.9
0.0045587570239685,0.2464286139805316,0.4987341772151898,0.4883720930232558,0.5417322834645669,73.2
0.0046055401633251,0.6000524240149646,0.1025316455696202,0.3023255813953488,0.4062992125984252,60.6
0.0046367289228961,0.3061205037471257,0.3063291139240506,0.548172757475083,0.7196850393700787,71.6
0.0046367289228961,0.2098509489938163,0.489873417721519,0.4850498338870431,0.3968503937007874,60.8
0.0046471251760865,0.2608452180958168,0.6082278481012658,0.3299003322259136,0.5207874015748032,76.5
0.0046471251760865,0.2370161203846016,0.6037974683544304,0.3116279069767441,0.4730708661417323,65.1
0.0047198989484189,0.0778496622225399,0.5177215189873419,0.4485049833887042,0.4362204724409449,68.2
0.0048446539867031,0.2980186105253125,0.4873417721518988,0.46843853820598,0.5118110236220472,68.0
0.0048446539867031,0.0997605175680023,0.6645569620253166,0.441860465116279,0.537007874015748,79.8
0.0048758427462742,0.5737212710440719,0.2316455696202531,0.3023255813953488,0.3480314960629921,62.7
0.0049953996579632,0.4058333631197054,0.389873417721519,0.2657807308970099,0.3590551181102362,43.9
0.0050109940377487,0.3398505915573507,0.389873417721519,0.2657807308970099,0.3590551181102362,43.1
0.0050109940377487,0.1917408347332928,0.6236708860759493,0.335548172757475,0.5223622047244094,52.3
0.0050629753037005,0.2656110376380598,0.4572151898734178,0.2910299003322258,0.4982677165354331,62.2
0.0050629753037005,0.4826226304940963,0.3273417721518987,0.3448504983388704,0.2814173228346457,45.7
0.0050629753037005,0.3656932480251635,0.599620253164557,0.3299003322259136,0.517007874015748,72.1
0.005078569683486,0.2943251003800741,0.4987341772151898,0.5016611295681063,0.5417322834645669,68.3
0.0050993621898667,0.6598038865258367,0.4278481012658228,0.282392026578073,0.3244094488188976,51.3
0.0051149565696522,0.339838677008495,0.3974683544303797,0.4651162790697674,0.431496062992126,57.3
0.0051305509494378,0.2318928643766904,0.4620253164556962,0.3056478405315614,0.3023622047244094,79.4
0.005166937835604,0.289440135349275,0.6339240506329115,0.3212624584717607,0.5088188976377953,70.5
0.0051929284685799,0.2195493917622809,0.3632911392405064,0.3455149501661129,0.4645669291338583,67.7
0.0051929284685799,0.0357555611156783,0.370886075949367,0.415282392026578,0.415748031496063,78.4
0.0052189191015557,0.353778699169556,0.6048101265822785,0.3189368770764119,0.4648818897637795,57.8
0.0052605041143172,0.1874515971452741,0.4443037974683544,0.3322259136212624,0.3212598425196851,66.5
0.0052709003675075,0.3180350526027332,0.4040506329113924,0.2817275747508305,0.4702362204724409,57.4
0.0053176835068641,0.6446366658326483,0.4443037974683544,0.2990033222591362,0.2740157480314961,48.1
0.0053384760132448,0.2741895128140973,0.5303797468354431,0.4784053156146178,0.4614173228346457,74.6
0.0053540703930303,0.6064862803969927,0.1316455696202531,0.2724252491694351,0.3637795275590551,60.5
0.0053644666462207,0.4501673994114213,0.4392405063291139,0.4551495016611295,0.4425196850393701,63.5
0.0054164479121724,0.3126735056177098,0.370886075949367,0.5448504983388703,0.7228346456692913,69.8
0.0054268441653628,0.3347154210005838,0.5344303797468355,0.3289036544850498,0.5262992125984252,66.7
0.0054684291781242,0.284674315807032,0.4810126582278482,0.4186046511627906,0.3606299212598425,52.6
0.0054996179376952,0.0576306728145738,0.4468354430379747,0.4252491694352159,0.3732283464566929,67.7
0.005551599203647,0.4561842465835032,0.460749709716068,0.2790697674418604,0.3480314960629921,48.9
0.0055723917100277,0.4561842465835032,0.3189873417721519,0.2691029900332226,0.3669291338582677,47.1
0.0055723917100277,0.3363834578403689,0.370886075949367,0.308970099667774,0.3307086614173228,58.0
0.0056087785961939,0.2939200057189834,0.3607594936708861,0.2990033222591362,0.3149606299212598,40.1
0.0056243729759794,0.0938032431401985,0.7417721518987341,0.4485049833887042,0.494488188976378,79.7
0.0056243729759794,0.2832445699443591,0.4607594936708861,0.4451827242524916,0.4818897637795276,70.9
0.0057179392546926,0.3068353766784621,0.5734177215189874,0.4883720930232558,0.5165354330708661,68.6
0.0057439298876684,0.6087500446795583,0.1518987341772152,0.3289036544850498,0.431496062992126,61.8
0.0057855149004298,0.2081948267028869,0.3822784810126582,0.3488372093023255,0.4755905511811024,71.2
0.005790713027025,0.2060382933600219,0.6775949367088608,0.3395348837209302,0.5050393700787401,65.1
0.0058426942929768,0.2322503008423586,0.4640506329113925,0.2777408637873754,0.4735433070866142,60.4
0.0058426942929768,0.4252659923032014,0.4883544303797469,0.3425249169435215,0.4985826771653543,64.5
0.0058478924195719,0.1669466585647734,0.3569620253164557,0.3455149501661129,0.4110236220472441,68.9
0.0058478924195719,0.4938342209672231,0.2822784810126583,0.2790697674418604,0.3543307086614173,49.2
0.0058530905461671,0.512540062670527,0.319873417721519,0.3491694352159468,0.3025196850393701,44.7
0.0059778455844513,0.1033110531269733,0.3987341772151899,0.4186046511627906,0.3905511811023622,73.1
0.005998638090832,0.2679939474091814,0.6403797468354432,0.2940199335548172,0.4847244094488189,61.1
0.005998638090832,0.3013546842048826,0.5269620253164558,0.3305647840531561,0.5110236220472442,66.4
0.0060246287238079,0.290989026700504,0.6215189873417721,0.4983388704318936,0.5543307086614173,70.7
0.0060402231035934,0.2200974610096388,0.4791139240506329,0.3504983388704318,0.3062992125984252,65.6
0.0060506193567838,0.3513957893984344,0.4967088607594937,0.2784053156146179,0.4970078740157481,64.5
0.0060610156099741,0.2198591700325267,0.4822784810126582,0.46843853820598,0.5811023622047244,78.4
0.0060766099897596,0.512480489926249,0.0936708860759494,0.2956810631229236,0.55748031496063,58.2
0.0060766099897596,0.3064779402127938,0.5430379746835443,0.46843853820598,0.4740157480314961,65.0
0.0060974024961403,0.6947492583193338,0.4354430379746836,0.3023255813953488,0.2614173228346457,39.1
0.0061961669014487,0.3264943822902146,0.518987341772152,0.5049833887043189,0.5779527559055118,69.1
0.006206563154639,0.3823736164230142,0.5711392405063291,0.3146179401993355,0.507244094488189,68.0
0.006206563154639,0.5380014535749604,0.3886075949367088,0.2724252491694351,0.3480314960629921,46.3
0.0062481481674004,0.3174393251599529,0.4,0.3853820598006644,0.384251968503937,51.4
0.0062533462939956,0.3249931491344081,0.2620253164556961,0.3521594684385382,0.4173228346456693,68.0
0.0062741388003763,0.5005659410706413,0.3354430379746836,0.2724252491694351,0.3496062992125984,48.4
0.0062793369269715,0.0932551738928405,0.4443037974683544,0.415282392026578,0.3826771653543307,72.7
0.0063521106993039,0.2789553323563403,0.5000000000000001,0.4086378737541528,0.3480314960629921,66.0
0.0064040919652557,0.305048194350121,0.4177215189873419,0.4883720930232558,0.5826771653543308,71.5
0.0064040919652557,0.1052412100415818,0.7240506329113925,0.441860465116279,0.4976377952755906,79.1
0.0064664694843978,0.6740417724082878,0.0974683544303797,0.2425249169435215,0.4677165354330709,57.3
0.0065704320163013,0.1893579249621713,0.639240506329114,0.3501661129568106,0.5525984251968504,51.6
0.0066172151556579,0.218667715146966,0.5607594936708861,0.362126245847176,0.4929133858267717,80.4
0.006622413282253,0.2822914060359104,0.4729113924050633,0.2787375415282391,0.4962204724409449,61.5
0.006622413282253,0.3204179623738547,0.5640506329113925,0.3229235880398671,0.4984251968503937,69.1
0.0066276114088482,0.2933719364716255,0.3746835443037974,0.3986710963455149,0.5023622047244094,76.5
0.0066536020418241,0.5497372841977338,0.3216455696202531,0.3478405315614618,0.261259842519685,44.3
0.0066588001684193,0.1653620235669776,0.4303797468354431,0.4186046511627906,0.4267716535433071,78.3
0.0066951870545855,0.6387747077956893,0.4050632911392405,0.3023255813953488,0.2551181102362205,44.5
0.0067783570801083,0.6026140520189204,0.3278481012658228,0.2890365448504983,0.3480314960629921,47.9
0.0067783570801083,0.2703768571803029,0.6359493670886076,0.2906976744186046,0.4809448818897638,61.9
0.0067783570801083,0.2489306692402092,0.5343037974683544,0.3106312292358804,0.4916535433070866,60.9
0.0068199420928697,0.2104466764365967,0.3670886075949368,0.3056478405315614,0.3259842519685039,67.4
0.00683033834606,0.2942059548915181,0.4835443037974684,0.2943521594684385,0.4644094488188977,53.6
0.00683033834606,0.2794319143105646,0.5841772151898734,0.4717607973421927,0.4960629921259842,68.0
0.0069031121183925,0.2682441529351491,0.4734177215189874,0.3754152823920265,0.4425196850393701,57.9
0.0069083102449877,0.7208659494108256,0.4139240506329114,0.282392026578073,0.3354330708661417,46.2
0.0069239046247732,0.7208659494108256,0.449367088607595,0.2624584717607973,0.3511811023622047,45.3
0.0069758858907249,0.3287581465727801,0.359493670886076,0.5448504983388703,0.7480314960629921,71.6
0.0069862821439153,0.2346332106134801,0.5931645569620254,0.3222591362126245,0.5124409448818898,69.5
0.0070018765237008,0.2315830861064446,0.320253164556962,0.3521594684385382,0.4503937007874016,75.1
0.007007074650296,0.1987823331069569,0.3670886075949368,0.335548172757475,0.4645669291338583,68.8
0.0070278671566767,0.3561616089406775,0.4784810126582278,0.3654485049833886,0.3118110236220472,55.6
0.0070590559162477,0.2096603162121266,0.440506329113924,0.4451827242524916,0.4110236220472441,67.3
