Depth CSF-A (m),Porosity (vol%),NGR total counts (cps),Reflectance L*,Reflectance a*,Reflectance b*
230.28,50.2,32.03,47.2,0.8,-2.5
230.48,56.9,42.59,47.9,-1.4,1.9
230.68,51.8,21.95,52.0,-0.8,2.2
230.9,55.3,19.2,57.97,-0.89,11.82
231.08,74.1,23.46,41.1,-1.3,2.6
231.14,59.9,11.28,50.3,7.2,17.8
231.21,46.8,52.606,50.2,0.0,-2.2
231.29,42.8,24.924,48.5,2.7,5.7
231.5,43.0,59.71,38.2,-1.6,0.4
231.5,55.7,28.6,45.3,-1.42,5.26
231.6,55.2,19.6,57.23,0.11,11.79
231.61,52.5,4.74,80.6,2.5,0.5
231.76,54.4,19.25,62.5,-0.4,1.9
231.78,51.7,28.85,44.5,0.2,-0.6
231.98,58.9,45.79,52.6,-0.7,1.3
232.1,56.4,17.638,48.2,1.5,6.8
232.32,47.4,50.055,41.2,-0.1,-0.8
232.34,59.2,3.53,73.7,2.6,1.0
232.42,72.9,23.39,49.1,-0.5,0.0
232.49,61.3,42.461,51.3,1.9,3.8
232.63,60.9,21.8,57.78,-0.67,9.01
232.7,52.2,25.89,61.5,-0.2,3.6
232.78,46.5,14.32,53.7,12.7,28.0
232.78,46.5,14.32,53.7,12.7,28.0
232.8,52.8,32.4,54.91,-0.12,10.4
232.91,31.6,15.6,61.97,3.04,13.26
233.0,43.4,58.25,44.8,-1.3,0.5
233.2,52.9,18.6,53.17,0.0,9.14
233.2,52.9,18.6,53.17,0.0,9.14
233.22,49.5,7.42,77.4,4.6,-8.0
233.28,51.7,31.57,49.4,0.1,-1.9
233.41,58.8,42.23,49.0,0.1,0.0
233.44,60.6,37.067,47.0,1.5,8.2
233.47,73.8,22.1,40.9,-0.7,0.7
233.74,55.4,7.77,80.4,0.7,-3.9
233.82,46.4,24.086,51.5,2.3,9.8
233.9,66.4,17.4,55.6,-0.55,10.02
233.9,66.4,17.4,55.6,-0.55,10.02
233.98,40.6,58.927,48.6,-1.0,1.1
234.16,54.9,23.53,58.6,-0.5,6.9
234.3,56.9,23.8,58.25,-0.34,9.86
234.41,51.1,30.53,53.2,-0.5,-0.1
234.47,78.6,17.13,43.5,0.0,1.2
234.5,43.5,60.717,43.0,-1.3,0.5
234.7,60.1,22.8,56.98,-0.17,10.22
234.8,44.4,31.4,47.6,-1.68,3.6
234.98,60.7,43.39,51.4,0.1,1.4
235.0,48.8,7.28,61.7,7.9,12.5
235.2,46.4,49.207,45.6,-0.1,-0.9
235.21,51.3,34.37,51.7,0.1,-2.4
235.26,49.9,53.795,44.7,-1.7,0.6
235.26,49.2,6.12,77.3,-0.3,-2.6
235.4,65.1,18.0,57.37,-0.91,9.84
235.51,52.6,15.291,49.2,0.9,6.6
235.69,52.1,23.8,54.2,0.2,5.0
235.8,49.7,27.2,53.88,-0.66,8.07
235.83,74.1,22.93,45.8,-0.1,1.1
235.83,74.1,22.93,45.8,-0.1,1.1
235.87,44.6,35.4,47.91,-1.88,3.91
235.87,44.6,35.4,47.91,-1.88,3.91
236.13,49.4,34.32,52.5,-0.2,0.6
236.2,56.4,28.8,53.18,-0.49,11.74
236.23,49.7,7.91,62.6,7.5,15.7
236.3,51.5,26.2,44.15,-1.42,4.74
236.37,54.7,28.388,51.5,1.4,9.6
236.81,49.6,34.96,50.3,-0.2,0.7
236.88,63.2,37.29,45.1,-2.2,2.2
236.88,63.2,37.29,45.1,-2.2,2.2
236.94,54.8,8.96,71.4,0.3,-2.1
237.21,52.1,21.64,53.5,0.5,3.4
237.21,52.1,21.64,53.5,0.5,3.4
237.3,50.7,19.2,59.56,-0.31,10.53
237.32,53.5,4.22,80.3,2.7,0.7
237.34,71.2,26.52,34.4,-1.7,2.7
237.5,62.7,24.4,58.44,-1.11,8.48
237.51,42.2,32.4,50.83,-1.16,6.56
237.53,51.8,12.0,57.8,8.2,16.5
237.69,53.2,4.62,78.1,5.9,3.4
237.8,46.5,35.6,46.84,-1.35,4.18
237.93,41.1,29.4,53.78,-1.47,6.8
238.33,74.8,22.44,38.4,-2.2,2.8
238.38,62.0,37.85,51.7,-0.9,1.2
238.47,52.7,19.32,45.9,1.8,8.6
238.5,42.8,63.5,45.2,-1.3,0.2
238.58,48.8,13.6,69.5,0.2,-1.1
238.6,61.7,21.8,57.23,-1.48,7.76
238.7,52.9,21.43,54.9,-0.1,5.0
238.8,53.8,27.0,53.2,-0.39,8.95
238.9,51.5,31.4,46.38,-1.24,3.66
239.01,50.8,3.47,84.8,5.5,0.7
239.09,56.7,4.06,85.3,7.1,5.3
239.13,58.7,36.166,54.3,1.7,8.9
239.34,48.7,51.226,43.4,0.1,-1.5
239.34,49.9,24.171,46.3,2.4,7.7
239.35,44.4,10.68,68.6,-0.3,-1.1
239.35,58.7,10.1,61.6,7.1,12.9
239.6,50.2,33.6,42.88,-1.66,5.46
239.82,50.2,31.53,57.2,0.4,-1.6
239.88,60.6,37.86,47.8,-0.8,1.9
240.0,44.2,64.07,43.2,-1.4,0.6
240.0,44.2,64.07,43.2,-1.4,0.6
240.17,52.7,17.9,,1.1,2.7
240.3,56.2,24.6,50.69,-0.5,8.07
240.35,57.8,3.19,84.7,4.1,-0.2
240.4,56.0,12.49,53.2,1.5,4.1
240.47,65.8,20.0,57.41,-1.39,9.8
240.73,73.8,26.37,44.8,-1.0,-0.1
240.74,54.2,3.78,63.3,4.6,2.8
240.8,49.0,24.558,31.9,2.7,2.7
240.83,56.5,12.87,52.5,12.9,28.1
241.1,49.6,30.0,38.11,-1.33,4.63
241.12,38.3,30.152,34.8,0.8,-0.8
241.22,49.2,31.78,47.8,-1.4,3.2
241.33,61.7,38.57,50.2,-0.7,-0.2
241.4,55.6,20.2,56.43,-0.71,12.68
241.46,50.9,22.97,62.5,0.8,2.5
241.46,57.9,19.2,58.58,-0.05,10.62
241.5,44.0,64.9,40.7,-2.0,0.6
241.5,44.0,64.9,40.7,-2.0,0.6
241.54,56.0,14.23,53.9,10.4,23.7
241.69,43.4,42.787,32.8,0.8,-1.1
241.81,47.0,39.34,52.2,0.3,-0.4
241.85,54.8,3.48,86.9,4.0,0.3
241.97,63.9,27.0,55.42,-1.21,8.36
241.98,48.5,7.96,77.9,1.2,-0.8
242.08,53.2,27.153,43.9,1.5,8.6
242.18,56.2,5.04,71.8,6.8,9.2
242.28,51.6,14.48,76.4,2.2,1.6
242.32,77.3,19.05,42.6,0.5,-0.4
242.6,44.4,29.6,39.77,-1.02,3.98
242.8,60.1,37.49,42.9,-0.8,1.1
242.87,62.6,32.0,55.32,-1.37,8.34
242.91,53.3,35.361,55.6,1.5,7.9
243.0,44.5,63.913,36.5,-1.9,0.6
243.27,57.3,5.68,78.9,6.3,7.1
243.36,46.9,7.78,73.7,1.7,2.7
243.36,46.9,7.78,73.7,1.7,2.7
243.48,41.6,45.057,40.4,-0.4,0.6
243.48,41.6,45.057,40.4,-0.4,0.6
243.53,47.9,36.681,44.1,0.1,1.3
243.63,57.4,4.63,62.7,7.2,9.6
243.78,51.0,15.22,74.0,4.7,6.1
243.78,51.0,15.22,74.0,4.7,6.1
244.1,48.1,31.2,42.88,-1.45,6.66
244.3,57.8,21.4,58.46,-0.59,8.81
244.4,46.2,30.6,45.25,-0.99,6.13
244.4,46.2,30.6,45.25,-0.99,6.13
244.45,40.4,54.485,46.0,-0.4,0.3
244.48,66.4,32.14,46.6,-1.1,1.4
244.5,41.9,65.45,43.5,-1.1,0.3
244.74,60.9,4.32,60.7,4.7,7.9
244.74,57.9,13.401,47.9,1.8,5.7
244.74,60.9,4.32,60.7,4.7,7.9
244.98,53.0,30.92,44.9,-1.0,1.8
245.01,47.1,5.63,78.9,6.0,5.0
245.04,48.7,25.448,42.7,0.0,1.0
245.04,48.0,9.91,68.0,3.2,7.5
245.1,48.5,27.0,45.35,-0.96,6.7
245.28,56.5,16.53,75.6,5.7,6.0
245.28,75.1,22.045,41.7,0.3,-1.2
245.68,35.0,54.83,46.4,-0.4,0.4
245.89,36.3,51.718,47.5,-0.5,0.4
245.89,63.6,4.62,52.6,4.3,8.4
245.9,52.2,18.471,53.3,1.4,10.1
245.98,67.1,34.15,45.9,-0.7,0.7
246.0,41.4,68.633,40.4,-1.1,0.0
246.16,42.6,34.2,50.03,-1.05,6.43
246.29,46.1,8.14,81.6,4.9,5.6
246.44,48.5,38.526,40.2,0.5,1.6
246.44,48.5,38.526,40.2,0.5,1.6
246.45,60.5,12.58,68.2,4.2,7.0
246.48,50.4,31.14,50.6,-0.1,0.0
246.51,14.8,51.566,31.9,3.4,-2.4
246.6,75.8,20.47,36.7,-1.8,3.1
246.99,45.8,66.615,43.7,-0.6,-0.3
247.1,61.8,22.6,58.04,-2.31,10.2
247.14,50.9,4.65,83.3,7.6,7.6
247.28,44.3,44.6,53.06,-0.67,6.5
247.48,66.5,49.84,48.1,-1.3,2.6
247.75,37.5,37.442,35.6,0.6,-0.7
247.8,43.6,9.89,72.2,5.9,4.0
247.93,52.0,7.47,54.6,5.9,9.2
247.93,52.0,7.47,54.6,5.9,9.2
248.03,48.8,35.93,50.6,0.9,-1.7
248.6,63.4,32.0,56.71,-2.76,10.42
248.71,53.2,20.281,50.1,1.6,9.4
248.74,47.2,4.83,52.9,5.8,8.6
248.98,70.3,36.03,41.8,0.3,2.9
249.0,42.2,28.2,45.84,-0.09,7.43
249.0,42.2,28.2,45.84,-0.09,7.43
249.17,44.4,48.12,33.5,0.6,-1.0
249.4,44.7,10.06,77.3,7.2,6.7
249.42,49.2,6.95,61.1,5.9,10.0
249.48,49.4,32.15,50.3,-0.7,2.5
249.61,40.9,49.104,42.4,-0.5,1.5
249.83,43.9,33.705,41.6,-0.1,3.3
250.1,62.7,27.2,58.64,-3.12,10.17
250.17,49.6,3.57,81.4,8.9,8.5
250.48,64.6,44.22,43.1,-2.2,2.1
250.51,43.0,62.149,45.0,-1.3,1.5
250.8,41.7,46.898,34.8,0.1,-0.4
251.0,49.3,32.81,46.4,-0.6,2.8
251.48,44.6,7.16,79.2,3.3,7.5
251.49,53.2,18.727,50.5,1.9,5.9
251.53,41.5,51.451,35.2,0.0,0.1
251.53,41.5,51.451,35.2,0.0,0.1
251.6,56.2,30.0,56.27,-0.93,12.02
251.79,73.7,16.01,40.9,0.8,-1.6
251.89,49.6,4.08,69.4,4.7,11.1
251.98,62.3,39.38,49.4,-0.4,0.4
252.14,42.3,6.89,76.7,5.8,4.7
252.14,42.3,6.89,76.7,5.8,4.7
252.15,37.7,46.477,49.9,-0.2,0.9
252.3,40.0,50.118,34.5,0.1,0.3
252.32,47.8,36.62,50.8,-0.6,-0.9
252.34,44.6,60.71,48.8,-0.3,-1.0
252.44,50.6,27.281,49.8,1.8,4.9
252.92,76.3,19.26,40.9,0.1,-0.6
253.1,59.8,19.0,56.17,-1.51,11.38
253.3,58.1,40.5,42.3,-0.3,0.8
253.39,51.9,4.52,40.4,2.9,2.3
253.44,48.5,6.09,85.3,6.2,4.6
253.67,42.7,6.66,79.2,4.0,3.7
253.85,51.7,31.4,53.91,0.03,10.21
253.91,47.7,38.34,59.9,1.8,-5.1
253.91,47.7,38.34,59.9,1.8,-5.1
254.1,34.8,59.619,37.1,-0.6,0.3
254.2,58.6,51.291,49.4,1.5,9.3
254.3,42.7,54.566,45.3,-0.4,-1.1
254.34,42.9,59.471,47.3,-1.0,0.9
254.42,50.3,8.35,83.3,3.9,1.8
254.44,37.1,61.444,40.6,-0.7,1.1
254.47,60.2,40.75,49.9,-1.4,1.7
254.53,50.6,5.5,80.0,9.4,9.2
254.57,50.0,14.561,46.0,0.8,8.9
254.6,62.8,28.2,54.61,-1.77,8.68
254.68,38.4,27.2,43.8,-0.86,3.48
255.18,41.1,23.8,49.31,-1.36,5.42
255.18,41.1,23.8,49.31,-1.36,5.42
255.22,51.1,24.274,43.6,1.9,9.0
255.34,43.5,54.506,52.4,-0.8,0.3
255.4,44.5,32.6,55.97,-0.74,7.96
255.5,60.7,39.29,45.8,-2.6,2.7
255.99,42.6,8.23,81.3,4.3,2.8
256.38,44.0,20.0,54.81,0.33,11.14
256.43,47.8,5.78,58.7,4.9,9.6
256.59,51.0,4.62,54.3,4.0,2.1
256.7,65.8,29.2,58.18,-2.13,10.65
256.9,48.0,26.2,54.99,-0.61,8.57
257.02,59.7,40.02,46.8,-1.1,1.0
257.02,39.4,50.169,39.9,-0.7,1.0
257.02,39.4,50.169,39.9,-0.7,1.0
257.29,42.3,10.69,79.4,3.6,4.0
257.31,38.7,50.719,34.3,-0.6,1.3
257.85,48.6,4.54,71.2,6.7,8.5
257.93,36.6,49.572,38.2,-1.0,2.0
258.11,50.2,6.53,48.8,3.3,4.1
258.2,53.2,25.0,60.71,-1.05,10.98
258.2,53.2,25.0,60.71,-1.05,10.98
258.27,60.7,40.49,49.3,-1.0,1.0
258.4,45.3,31.8,54.62,-0.61,7.3
258.43,44.5,58.692,49.3,-1.4,1.0
258.43,44.5,58.692,49.3,-1.4,1.0
258.51,46.0,11.85,75.3,5.4,3.2
258.59,41.3,35.696,40.5,-0.3,1.1
259.09,47.7,31.731,50.6,2.6,7.0
259.37,54.5,5.11,53.2,,11.3
259.4,46.1,54.853,56.0,-1.9,1.0
259.57,57.7,15.89,42.5,1.3,7.2
259.61,53.7,21.753,42.2,1.6,6.1
259.61,53.7,21.753,42.2,1.6,6.1
259.7,60.3,38.4,59.38,-2.25,9.91
259.93,43.4,27.2,49.52,-0.63,9.75
260.08,60.7,42.5,49.9,-1.9,4.7
260.09,44.1,50.606,38.1,-1.1,2.0
260.34,49.5,32.554,46.7,2.5,10.3
260.34,49.5,32.554,46.7,2.5,10.3
261.08,44.6,10.63,72.6,3.3,3.0
261.2,62.4,30.0,58.93,-1.79,11.2
261.33,41.9,23.2,44.66,-0.18,10.67
261.39,76.5,17.66,38.6,0.3,0.2
261.43,56.9,3.68,59.7,5.4,9.5
261.43,56.9,3.68,59.7,5.4,9.5
261.56,44.9,55.965,45.6,-1.5,1.3
261.58,56.8,43.43,50.8,-0.1,3.1
261.59,42.5,58.236,44.7,-0.8,0.3
261.6,54.7,57.8,53.04,-0.63,8.26
261.69,48.5,29.11,47.1,2.1,8.1
261.86,47.4,58.682,46.8,-1.1,0.3
261.94,52.6,21.784,45.4,1.8,5.4
261.94,52.6,21.784,45.4,1.8,5.4
262.58,42.4,10.98,75.0,4.5,2.5
262.63,53.5,16.451,49.3,1.7,4.0
262.68,57.5,4.21,59.7,5.8,8.7
262.7,53.1,31.0,55.29,-1.9,11.72
262.88,74.6,20.77,38.6,-0.5,0.5
263.0,58.6,42.86,48.8,-0.6,1.4
263.09,41.3,61.029,40.2,-1.6,1.3
263.33,49.5,23.441,49.9,2.3,11.6
263.41,36.9,48.865,41.1,-1.2,2.9
263.54,46.9,23.918,53.1,1.8,15.0
263.54,46.9,23.918,53.1,1.8,15.0
263.63,45.8,30.6,49.39,0.11,10.96
263.92,43.1,55.999,43.4,-1.2,1.6
264.08,38.8,9.49,79.6,4.3,2.2
264.21,60.3,4.82,52.2,5.7,13.5
264.27,45.4,18.8,41.41,-0.3,4.47
264.3,56.9,39.46,53.5,-0.4,0.2
264.38,73.3,23.74,39.1,-0.4,-0.6
264.77,56.1,43.071,47.2,2.2,3.6
264.88,44.1,21.8,53.9,0.12,8.74
265.0,47.4,21.504,52.5,2.1,14.1
265.53,65.8,5.12,36.4,1.5,0.2
265.58,40.8,12.11,77.3,4.3,3.3
265.63,57.8,18.024,45.7,1.7,4.0
265.86,46.5,27.6,45.84,0.59,6.83
265.91,10.6,51.566,65.8,6.1,5.7
265.91,59.3,50.73,49.6,-0.9,0.1
266.3,48.4,21.0,53.33,-1.44,10.33
266.54,48.4,21.338,50.3,2.3,11.6
267.0,43.0,59.195,44.1,-1.0,0.7
267.09,48.9,10.35,75.8,4.9,3.6
267.36,61.5,34.76,46.2,-1.9,1.4
267.8,53.7,25.6,52.03,-0.89,9.54
267.97,51.9,17.451,49.3,1.6,7.9
267.98,45.5,8.57,65.9,3.9,9.9
268.11,48.5,32.424,50.7,2.6,8.8
268.5,45.2,57.645,42.2,-0.9,1.1
268.63,58.5,20.984,44.7,1.2,4.8
268.78,59.8,33.18,52.2,-1.3,2.2
268.92,46.3,54.226,45.6,-1.5,1.2
268.92,46.3,54.226,45.6,-1.5,1.2
269.3,49.9,24.0,55.06,-1.02,9.43
269.57,52.7,37.45,48.1,2.4,9.2
269.57,52.7,37.45,48.1,2.4,9.2
269.8,38.2,43.447,37.7,-0.5,0.5
270.19,40.6,60.873,35.9,-0.8,0.5
270.3,41.0,53.066,36.3,-0.4,-0.9
270.68,54.5,29.393,47.6,1.4,6.2
270.8,47.8,25.8,56.18,-1.14,9.71
270.8,47.8,25.8,56.18,-1.14,9.71
270.82,58.7,2.64,65.7,5.6,6.4
271.06,47.8,32.443,50.8,2.0,13.8
271.29,55.1,19.341,44.6,1.4,4.9
271.39,66.3,24.67,44.9,0.3,-1.8
271.72,53.7,20.456,47.9,2.1,4.8
271.74,44.3,45.117,49.8,1.7,14.4
271.9,46.8,56.905,42.9,-1.4,1.5
272.12,61.0,26.98,50.0,-0.3,-0.3
272.14,52.1,21.878,44.2,1.0,8.1
272.3,49.2,20.4,52.48,-1.08,11.41
272.31,57.9,3.56,60.6,5.9,13.3
272.33,68.0,23.92,41.5,-0.5,-1.2
272.33,68.0,23.92,41.5,-0.5,-1.2
272.72,65.0,28.76,50.8,-1.7,2.1
272.96,44.5,25.631,55.7,1.7,12.3
272.99,45.9,27.484,53.0,2.2,12.5
273.1,41.1,30.4,54.8,0.14,8.93
273.1,41.1,30.4,54.8,0.14,8.93
274.02,42.2,20.6,57.39,-0.16,9.77
274.09,55.8,3.44,64.2,4.7,6.2
274.35,66.8,31.46,44.2,-1.8,3.9
274.37,44.3,21.564,54.1,1.9,12.6
274.6,48.7,34.0,52.35,0.56,10.59
274.7,46.2,53.736,49.1,-1.1,1.0
275.0,46.4,33.4,62.84,0.19,5.29
275.02,55.0,26.984,45.2,1.8,5.2
275.11,57.9,18.524,44.5,1.0,7.4
275.2,56.1,3.69,61.6,5.2,9.4
275.66,45.1,22.2,55.92,-0.98,7.95
275.86,45.6,23.071,55.1,1.9,13.4
275.86,45.6,23.071,55.1,1.9,13.4
276.27,70.7,31.93,40.1,-1.6,2.8
276.9,40.6,40.566,31.7,0.2,-0.6
277.0,52.9,6.0,58.8,4.9,8.9
277.57,64.0,35.27,38.0,-1.5,2.2
277.64,38.8,36.924,44.4,2.5,6.0
277.75,40.5,40.666,37.5,-0.9,1.3
277.95,44.1,43.547,43.8,-0.6,1.9
278.0,50.5,10.03,51.8,5.2,13.4
278.14,57.4,17.424,46.6,1.3,4.4
278.63,66.9,33.66,38.6,-0.5,-0.4
278.82,47.1,9.36,54.8,4.1,14.9
278.9,43.6,27.68,46.5,2.9,9.4
279.11,49.0,16.4,59.63,-0.71,9.77
279.11,49.0,16.4,59.63,-0.71,9.77
279.65,39.9,58.014,40.6,-1.0,0.5
279.69,42.7,32.501,31.7,2.2,1.2
279.69,42.7,32.501,31.7,2.2,1.2
279.73,48.1,18.6,53.21,-0.46,9.21
279.93,54.8,12.21,55.8,5.1,9.2
280.47,66.9,21.05,38.4,-0.5,0.2
281.67,55.6,19.658,50.8,1.5,-0.4
281.82,64.7,32.89,41.5,-1.2,0.5
282.3,48.0,28.021,40.9,1.8,2.8
282.38,47.1,64.712,41.7,-1.1,2.2
282.7,49.9,24.4,47.53,0.19,7.31
282.77,66.6,30.39,35.0,-1.5,-0.6
282.77,66.6,30.39,35.0,-1.5,-0.6
282.89,44.9,26.141,50.9,2.4,8.0
283.48,45.4,26.0,27.6,0.19,2.77
284.0,66.6,30.47,43.1,-3.6,4.4
284.2,43.8,28.2,54.87,-0.03,9.56
284.6,38.0,27.4,45.05,-0.21,6.28
284.93,59.4,16.857,48.7,1.7,4.8
284.94,54.0,16.867,41.5,2.0,6.6
285.27,46.2,47.135,46.5,-1.5,3.0
285.28,52.0,33.4,53.17,-0.66,10.25
286.0,45.2,49.405,39.3,-1.4,2.0
286.0,45.2,49.405,39.3,-1.4,2.0
286.06,65.3,33.23,33.8,-1.8,4.2
286.87,43.8,52.105,46.3,-1.3,1.6
286.91,43.3,25.341,40.7,2.0,5.0
287.25,65.7,34.35,38.4,-3.8,5.9
287.67,58.9,20.411,50.7,1.5,3.8
287.72,54.3,18.744,49.4,1.7,9.6
288.15,45.7,26.0,49.81,-1.72,8.35
288.43,67.3,32.82,44.4,-1.8,0.8
289.28,65.1,29.37,41.1,-0.6,-1.1
289.35,40.9,46.431,48.3,-1.0,1.5
289.35,40.9,46.431,48.3,-1.0,1.5
289.62,39.2,57.357,43.1,-0.2,0.2
290.16,58.3,23.091,47.5,0.7,6.4
290.22,65.1,24.16,39.1,-0.4,-1.1
290.34,45.1,54.323,47.9,-2.1,2.4
290.4,67.2,25.42,45.5,-0.8,0.0
290.41,52.5,39.287,50.4,1.7,9.4
290.41,52.5,39.287,50.4,1.7,9.4
290.98,43.7,18.0,54.3,-0.65,11.71
291.2,57.7,22.024,52.3,1.1,5.4
291.2,57.7,22.024,52.3,1.1,5.4
291.26,66.5,26.01,42.5,-1.0,1.9
291.27,42.7,57.108,50.2,-0.3,-0.6
292.03,47.0,49.791,43.1,-1.4,0.8
292.44,42.3,28.6,52.32,-1.27,10.19
292.56,69.2,20.71,21.6,-9.3,17.7
292.57,49.9,26.071,35.9,2.6,1.3
292.82,51.9,33.757,45.8,2.1,7.7
292.9,44.5,23.4,47.91,0.04,6.99
293.6,44.8,29.6,52.49,-0.97,9.04
293.78,44.3,43.065,42.2,-0.7,1.2
294.13,49.6,23.361,51.2,1.3,5.5
294.13,49.6,23.361,51.2,1.3,5.5
294.46,56.2,20.6,60.33,-0.29,11.25
294.46,56.2,20.6,60.33,-0.29,11.25
294.69,43.6,72.123,44.8,-0.6,2.0
294.9,44.4,32.0,53.45,-1.16,9.64
295.4,49.9,27.027,48.5,2.0,9.5
295.77,52.2,25.8,57.29,-0.86,10.42
295.99,46.6,52.342,46.9,-1.1,1.9
296.02,37.3,35.8,53.95,-0.74,7.56
296.24,61.1,31.527,42.9,2.3,2.5
296.9,43.5,39.119,47.8,-0.6,5.2
297.23,58.4,24.347,47.5,1.0,5.4
297.23,58.4,24.347,47.5,1.0,5.4
297.27,46.6,27.921,49.1,1.9,13.6
297.49,51.0,20.574,41.6,2.2,6.7
297.49,51.0,20.574,41.6,2.2,6.7
297.6,49.3,22.0,52.85,-1.28,7.9
297.69,53.2,16.4,54.88,-0.12,10.14
298.07,46.0,43.7,47.0,-0.8,5.4
299.05,48.8,48.887,47.5,-1.2,0.9
299.1,48.6,22.2,44.82,-0.53,5.31
299.19,39.4,58.372,36.2,-0.8,1.7
299.56,68.2,21.54,38.4,-3.8,5.3
299.68,57.2,21.185,50.2,1.2,2.4
299.73,65.4,29.33,45.2,-0.3,0.2
299.79,47.8,24.384,50.6,2.2,7.9
300.24,35.6,57.853,45.7,-0.8,1.7
300.59,56.8,17.398,52.0,1.5,2.6
300.59,56.8,17.398,52.0,1.5,2.6
300.6,48.9,29.6,54.12,-0.93,8.87
301.45,65.5,28.58,42.9,1.2,-4.2
302.14,50.7,21.714,39.0,2.4,3.3
302.67,50.5,22.92,51.4,2.3,11.2
302.68,41.1,24.6,55.87,-0.49,10.24
302.78,65.2,29.1,39.9,0.6,-2.8
302.94,40.7,43.8,53.19,-0.39,7.4
303.35,48.4,50.648,44.9,-1.2,0.6
303.45,53.4,16.938,45.6,2.1,3.6
303.45,53.4,16.938,45.6,2.1,3.6
303.59,57.2,22.308,52.0,1.3,4.4
304.7,47.4,21.6,57.5,-0.53,9.58
304.81,66.4,26.53,34.6,0.3,-1.6
304.99,49.8,41.525,40.7,-1.1,3.1
305.14,49.2,18.401,42.7,2.2,1.9
305.7,43.2,59.256,35.8,-0.3,-1.9
306.05,67.1,29.51,37.5,-0.8,-0.8
306.05,67.1,29.51,37.5,-0.8,-0.8
306.18,48.6,29.0,53.55,-0.78,9.91
306.55,43.4,57.566,41.9,-0.5,-0.6
306.62,51.5,18.827,47.7,2.4,10.9
306.76,56.5,25.901,47.5,1.2,3.8
306.99,47.0,24.948,51.6,2.3,10.6
307.2,52.6,26.4,54.04,-2.18,8.37
307.65,50.4,30.2,54.76,-1.3,7.1
307.85,48.7,50.865,47.5,-0.5,-0.3
308.0,40.5,48.216,37.2,0.2,-0.6
308.05,42.2,56.903,35.7,-0.6,0.0
308.07,36.6,57.853,47.0,-0.7,1.6
308.81,46.5,28.647,48.9,2.7,9.7
308.97,50.1,22.685,48.8,2.3,6.1
309.05,39.5,54.446,30.6,0.0,-0.6
309.19,46.0,23.6,54.24,-0.65,12.48
309.3,56.5,22.769,44.6,0.7,5.1
309.35,49.0,51.102,43.1,-0.7,-1.0
309.86,43.5,34.58,54.6,2.3,8.4
310.07,56.0,23.238,50.8,1.0,6.3
310.2,46.3,24.2,54.3,-1.66,7.14
310.2,46.3,24.2,54.3,-1.66,7.14
310.97,60.8,25.023,49.5,2.1,12.3
311.08,44.1,27.4,54.28,-0.12,12.2
311.37,37.9,24.7635,47.8,2.5,5.6
311.7,43.9,25.6,59.1,-0.6,10.67
312.08,50.2,22.6,52.49,0.19,13.3
312.75,41.5,29.6,47.35,-0.91,4.93
312.8,37.7,25.8,52.22,-1.04,7.65
312.9,47.9,51.725,44.3,-1.0,0.1
313.3,57.7,18.347,50.1,1.4,5.1
313.3,57.7,18.347,50.1,1.4,5.1
314.18,24.8,17.657,48.8,2.5,1.2
314.28,45.1,26.8,49.26,-1.25,6.88
314.6,44.1,60.165,41.0,-0.2,-1.0
314.62,25.8,14.647,60.9,4.9,4.5
314.85,12.2,28.684,55.7,2.7,-0.1
315.06,52.5,24.049,45.2,2.2,4.9
315.79,50.7,19.6,53.14,-1.32,8.78
315.79,50.7,19.6,53.14,-1.32,8.78
316.04,49.6,18.494,45.3,2.3,12.0
316.04,44.6,18.8,45.28,-0.03,11.57
316.1,41.6,59.082,33.4,-0.8,-0.3
316.19,46.3,53.668,47.4,-1.0,0.2
316.41,56.7,23.314,44.8,1.5,2.7
316.8,44.2,22.6,57.32,-0.84,8.98
317.09,26.6,42.845,33.5,2.4,-2.1
317.25,47.1,21.0,61.14,-0.6,11.72
318.23,35.7,62.015,35.1,-0.7,1.3
318.27,39.1,60.079,39.6,-0.2,-0.5
318.3,45.7,27.2,56.3,-0.42,7.91
318.72,56.8,20.868,50.3,1.1,5.1
318.79,45.7,23.4,54.57,-0.78,10.05
318.8,50.4,20.878,44.6,1.9,10.3
318.9,48.6,49.828,49.6,-1.0,1.7
319.37,64.2,23.341,46.3,1.9,6.6
319.8,48.8,20.4,60.15,-0.13,13.08
319.82,56.8,18.687,52.7,1.2,4.1
319.99,47.8,41.959,42.9,-1.5,4.1
319.99,47.8,41.959,42.9,-1.5,4.1
320.5,45.9,29.6,55.95,0.13,9.99
321.3,48.6,22.8,59.7,-0.2,10.27
321.9,52.4,19.0,58.55,0.16,11.3
322.51,39.1,23.8,53.63,-0.67,9.14
322.69,50.8,48.595,45.6,-0.1,-0.3
322.69,55.9,19.881,48.0,1.2,6.3
323.8,36.3,27.4,48.96,-0.78,5.83
323.9,55.6,22.8,59.43,-0.04,11.11
324.41,32.3,17.361,37.1,3.0,-1.2
324.46,29.0,15.13,37.5,2.9,0.5
325.43,39.1,22.6,51.12,-0.73,9.5
325.69,46.4,36.885,43.2,-0.3,1.5
325.75,54.8,18.497,49.8,1.1,7.3
325.85,49.1,24.149,44.1,1.9,13.6
326.4,44.5,34.4,48.82,-1.55,7.85
326.92,47.1,29.4,49.42,-1.05,8.53
327.19,47.7,51.398,43.5,-0.8,-0.3
327.28,46.1,24.4,51.83,-1.03,9.2
