label,Depth CSF-A (m),Porosity (vol%),NGR total counts (cps),Reflectance L*,Reflectance a*,Reflectance b*
194-1197B-059R-1-0.72,608.62,23.6,18.4,65.04,-0.76,6.48
359-U1467C-027X-2-0.32,609.38,46.7,20.305,43.5,1.9,10.3
359-U1467C-027X-2-0.32,609.38,46.7,20.305,43.5,1.9,10.3
194-1197B-059R-2-0.6,610.0,26.3,23.0,57.76,-1.52,5.81
317-U1352B-071X-1-1.24,611.14,40.3,42.202,43.9,-0.6,3.6
359-U1467B-077X-3-0.77,611.27,51.3,29.048,49.3,2.1,5.8
194-1197B-059R-3-0.85,611.7,16.8,17.6,68.34,-0.48,6.52
359-U1468A-085X-1-0.73,612.93,47.1,23.708,44.8,2.5,3.9
317-U1352B-071X-3-0.39,613.29,40.4,46.739,41.1,-0.1,2.2
359-U1467B-077X-5-0.69,614.19,47.7,33.231,45.0,2.0,7.2
317-U1352B-071X-4-0.42,614.42,37.6,53.967,52.9,0.0,-0.7
359-U1466B-037R-1-0.33,615.33,40.3,14.111,48.3,2.9,6.5
359-U1466B-037R-2-0.29,616.23,35.3,15.064,48.8,3.9,5.1
359-U1467B-077X-7-0.42,616.83,48.9,27.173,55.0,1.9,6.3
194-1197B-060R-1-0.57,617.77,28.9,25.6,67.94,0.18,8.98
359-U1467C-028X-1-0.65,618.05,46.5,22.564,38.0,2.3,0.0
359-U1471A-073X-1-0.93,618.13,25.0,16.353,46.3,2.2,2.8
194-1197B-060R-2-0.91,619.54,33.0,22.6,40.62,0.23,3.88
359-U1467C-028X-2-0.81,619.72,53.6,15.457,52.0,2.1,8.2
317-U1352B-072X-1-0.73,620.23,43.0,59.208,47.5,-0.7,-0.1
194-1197B-060R-3-0.47,620.6,17.8,17.4,42.33,-0.42,4.6
317-U1351B-072X-1-1.0,621.6,40.1,63.21,53.9,-0.5,2.8
359-U1468A-086X-1-0.95,622.85,46.3,12.317,56.3,2.4,5.1
317-U1351B-072X-2-0.99,623.09,36.9,56.031,50.5,-1.0,2.6
317-U1352B-072X-3-0.73,623.2,40.8,59.342,42.1,-0.2,-0.6
359-U1468A-086X-2-0.28,623.67,42.8,20.964,55.0,3.0,7.7
317-U1352B-072X-4-0.73,624.7,39.1,61.682,47.8,-0.1,-0.6
359-U1466B-038R-1-0.05,624.75,25.1,24.094,41.5,2.6,0.7
194-1197B-061R-1-0.64,627.44,27.2,21.4,69.22,-0.14,8.58
359-U1471A-074X-1-0.99,627.89,23.6,17.664,29.7,2.9,-4.4
359-U1467C-029X-1-1.23,628.33,56.3,13.799,53.8,2.0,6.9
194-1197B-061R-2-1.1,629.4,26.0,19.0,65.72,-0.6,8.31
359-U1471A-074X-CC-0.14,629.46,49.2,19.544,38.9,2.3,-1.6
317-U1352B-073X-1-0.55,629.65,40.3,58.983,37.3,0.1,-1.2
194-1197B-061R-3-0.71,630.51,20.3,19.0,58.32,-0.13,6.44
317-U1351B-073X-1-0.5,630.7,41.0,58.34,55.0,-0.7,2.7
359-U1467C-029X-3-0.61,630.71,51.1,36.358,54.0,2.1,6.0
317-U1352B-073X-3-0.55,632.65,43.3,54.967,46.4,0.0,-0.5
317-U1352B-073X-3-0.55,632.65,43.3,54.967,46.4,0.0,-0.5
359-U1467C-029X-5-0.93,634.03,56.4,20.184,41.3,1.7,5.1
359-U1466B-039R-1-0.44,634.84,44.5,14.55,26.5,3.0,-5.2
317-U1352B-073X-5-0.81,635.91,42.7,57.155,55.5,-0.2,-0.4
359-U1467C-029X-7-0.29,636.21,52.8,23.161,47.4,1.6,10.9
359-U1467C-029X-7-0.29,636.21,52.8,23.161,47.4,1.6,10.9
359-U1471A-075X-1-0.76,637.36,27.2,18.371,40.6,2.3,1.2
194-1197B-062R-1-0.9,637.4,25.3,28.6,48.2,0.0,6.22
359-U1467C-030X-1-0.88,637.68,49.3,15.911,53.3,1.6,9.4
194-1197B-062R-2-1.24,639.22,25.6,32.8,60.44,-1.8,6.89
317-U1352B-074X-1-0.71,639.41,41.9,58.052,48.1,-0.4,0.2
194-1197B-062R-3-0.89,640.33,22.7,23.2,63.7,2.1,14.39
359-U1467C-030X-3-0.83,640.63,50.9,28.154,49.5,1.9,11.9
194-1197B-062R-4-0.61,641.05,24.6,28.0,58.53,0.88,10.2
359-U1471A-076X-1-0.5,641.8,17.8,15.223,43.9,2.5,2.7
359-U1468A-088X-1-0.75,642.05,44.5,13.788,52.9,3.0,10.4
317-U1352B-074X-3-0.7,642.4,41.2,59.335,44.4,-0.6,0.7
359-U1468A-088X-2-0.44,643.02,44.5,23.286,57.5,3.9,11.0
359-U1467C-030X-5-0.75,643.55,58.2,23.631,48.95,2.55,9.55
359-U1466B-040R-1-0.33,644.43,41.9,18.077,34.9,3.0,-2.3
317-U1352B-074X-5-0.68,645.38,38.1,57.558,43.2,-0.8,1.1
194-1197B-063R-1-0.26,646.36,29.6,26.8,51.39,3.74,15.28
359-U1471A-077X-1-0.27,646.57,48.1,24.734,30.8,3.0,3.9
359-U1467C-031X-1-0.42,646.92,47.7,16.119,49.4,2.4,11.0
359-U1471E-007R-2-0.97,647.22,52.9,43.457,20.2,2.5,-5.6
194-1197B-063R-2-0.24,647.78,28.7,64.4,48.99,-0.35,4.54
317-U1352B-075X-1-0.7,649.0,41.7,56.605,42.2,-0.9,1.4
194-1197B-063R-3-0.25,649.17,25.2,26.2,36.69,-0.16,1.14
359-U1467C-031X-3-0.64,650.15,50.1,31.671,37.8,1.5,5.8
194-1197B-063R-4-0.24,650.39,26.5,23.8,44.19,-0.93,4.55
359-U1468A-089X-1-0.57,651.57,47.0,15.136,34.7,2.9,-4.1
317-U1352B-075X-3-0.7,652.0,40.4,54.348,49.4,-0.9,1.2
359-U1471A-078X-1-1.02,652.02,53.9,39.601,35.6,2.6,-1.2
359-U1468A-089X-3-0.24,653.76,46.0,16.334,61.2,2.9,7.6
359-U1466B-041R-1-0.12,653.92,47.3,9.658,44.8,2.5,1.2
359-U1471E-008R-1-0.04,654.54,50.4,20.482,30.7,2.6,-5.5
317-U1352B-075X-5-0.7,655.0,40.1,59.068,47.3,-1.1,1.3
194-1197B-064R-1-0.02,655.72,21.1,32.4,50.39,-0.78,3.8
359-U1467C-032X-1-0.69,656.89,41.6,13.214,45.6,2.3,6.0
359-U1467C-032X-1-0.82,657.02,49.7,21.817,,2.2,9.8
317-U1352B-075X-7-0.7,657.5,31.0,63.742,46.3,-0.4,-0.1
194-1197B-064R-2-0.8,657.87,27.4,29.8,44.18,-0.47,2.22
359-U1471A-079X-2-0.8,658.24,29.5,23.811,33.5,1.9,3.8
359-U1467C-032X-3-0.41,659.61,45.6,21.149,45.1,1.9,9.4
359-U1467C-032X-3-0.89,660.09,43.5,40.664,49.0,2.0,10.1
317-U1352B-076X-2-0.7,660.1,41.2,59.508,44.4,-0.6,0.6
359-U1471A-079X-4-0.49,660.61,27.4,22.76,42.3,2.1,1.0
317-U1352C-006R-1-0.7,660.7,43.2,53.086,40.6,-0.1,-0.6
317-U1352C-006R-1-0.7,660.7,43.2,53.086,40.6,-0.1,-0.6
359-U1467C-032X-5-0.3,662.5,40.7,30.261,47.9,1.9,8.8
317-U1352B-076X-4-0.7,663.1,43.2,58.838,44.4,-0.1,-0.4
359-U1466B-042R-1-0.56,664.06,44.3,7.908,59.9,3.4,5.8
359-U1471E-009R-1-0.46,664.66,30.4,21.303,36.4,1.7,1.9
359-U1471A-080X-1-0.11,665.81,30.7,21.32,38.8,2.2,0.2
317-U1352B-076X-6-0.7,666.1,41.2,60.895,49.4,-0.3,-0.1
359-U1467C-033X-1-0.57,666.47,41.8,15.442,52.2,2.6,11.3
359-U1467C-033X-1-0.57,666.47,41.8,15.442,52.2,2.6,11.3
359-U1471E-009R-3-0.45,667.62,9.5,15.213,45.7,2.7,1.0
317-U1352B-077X-1-0.62,668.22,44.9,49.478,48.1,-0.5,1.0
359-U1471A-080X-3-0.42,668.84,40.8,18.82,38.9,2.2,7.1
317-U1351B-077X-1-0.5,669.1,41.6,56.93,47.8,-0.2,2.2
359-U1467C-033X-3-0.26,669.16,43.8,21.465,38.3,2.1,7.4
317-U1352C-007R-2-0.39,670.65,45.3,41.926,35.6,-0.5,2.2
359-U1471A-081X-1-0.69,674.09,21.8,18.671,42.2,2.1,5.7
359-U1471E-010R-1-0.94,674.84,38.5,26.591,43.9,2.3,4.0
359-U1467C-034X-1-1.09,676.69,46.6,14.29,49.8,2.1,6.3
359-U1471E-010R-3-0.2,676.72,10.8,15.771,39.2,2.4,2.1
317-U1352B-078X-1-0.58,677.88,45.1,37.007,40.1,-0.1,1.8
359-U1467C-034X-3-0.25,678.07,44.1,22.801,37.3,1.6,3.8
317-U1351B-078H-1-0.5,678.7,41.1,46.263,52.0,-0.9,4.0
317-U1352C-008R-1-0.81,680.11,27.8,30.826,48.3,-0.7,2.4
317-U1352C-008R-1-0.81,680.11,27.8,30.826,48.3,-0.7,2.4
359-U1468A-092X-1-0.36,680.46,45.5,12.891,51.9,3.2,5.6
359-U1471A-082X-1-0.8,680.9,40.0,16.891,45.1,2.0,6.2
359-U1471E-011R-1-1.02,684.62,38.4,30.777,36.8,2.2,5.0
359-U1467C-035X-1-0.3,685.6,51.2,11.491,55.0,2.0,5.9
359-U1467C-035X-CC-0.21,687.11,52.0,18.836,41.2,1.6,4.0
359-U1467C-035X-CC-0.21,687.11,52.0,18.836,41.2,1.6,4.0
359-U1471E-011R-3-0.82,687.19,9.4,17.054,43.7,2.9,1.4
317-U1352B-079X-1-0.41,687.31,42.0,46.894,45.9,-0.7,1.7
359-U1466B-045R-1-0.15,687.75,43.0,30.269,39.3,2.5,4.8
317-U1352C-009R-1-0.04,689.04,20.6,32.175,35.4,1.3,-2.7
359-U1468A-093X-1-1.06,690.86,45.0,23.387,40.7,2.8,2.8
359-U1466B-046R-1-0.06,692.66,45.1,15.395,52.2,3.7,9.9
359-U1468A-093X-3-0.39,693.19,48.5,27.201,43.0,2.3,9.6
359-U1471E-012R-2-0.8,695.11,16.3,16.067,40.7,2.8,3.7
359-U1467C-036X-2-0.38,696.88,49.0,16.111,55.8,2.4,7.6
317-U1352B-080X-1-0.7,697.2,44.3,46.838,48.5,-0.9,2.1
317-U1352C-010R-1-0.47,699.17,37.7,38.88,47.8,-0.2,-0.2
359-U1468A-094X-1-0.39,699.89,43.7,20.587,50.0,3.6,9.3
317-U1352B-080X-3-0.7,700.2,44.8,51.662,47.6,-0.7,1.5
359-U1467C-036X-4-0.76,700.26,56.1,18.684,62.7,2.6,5.0
317-U1352C-010R-2-1.32,700.66,44.4,48.169,44.3,-0.7,1.2
317-U1352B-080X-5-0.25,702.75,43.7,50.763,49.1,-1.0,2.4
359-U1467C-036X-6-0.9,703.4,51.3,15.895,51.7,1.9,6.4
359-U1466B-047R-1-1.28,703.58,25.8,33.126,47.7,3.0,3.6
359-U1471E-013R-1-1.07,704.07,29.7,17.562,52.7,2.5,2.3
359-U1466B-047R-3-0.47,705.63,45.4,35.93,30.6,2.3,-2.9
359-U1467C-037X-1-0.94,705.64,50.2,12.817,45.5,1.7,2.8
359-U1471E-013R-3-0.81,706.39,31.5,13.857,52.5,3.0,8.4
317-U1352B-081X-1-0.8,706.9,44.6,50.675,41.3,-1.0,1.9
317-U1352B-081X-1-0.8,706.9,44.6,50.675,41.3,-1.0,1.9
359-U1467C-037X-2-1.18,707.17,50.0,25.277,39.5,1.8,1.4
317-U1352C-011R-1-0.7,709.1,48.2,55.468,47.4,-0.8,0.5
317-U1352C-011R-2-0.35,709.67,24.8,33.142,35.1,0.8,-2.0
317-U1352B-081X-3-0.8,709.9,43.8,53.609,47.3,-1.0,1.9
359-U1468A-095X-1-0.7,709.9,45.7,11.324,47.4,2.8,7.7
317-U1352B-082X-1-0.4,710.1,46.6,46.287,48.4,-0.8,2.2
359-U1466B-048R-1-0.19,712.19,34.7,20.021,62.7,2.7,8.9
359-U1471E-014R-2-0.1,714.24,46.1,20.72,38.2,2.3,3.3
359-U1466B-048R-3-0.1,714.39,46.2,31.462,40.8,2.0,5.6
359-U1466B-048R-3-0.1,714.39,46.2,31.462,40.8,2.0,5.6
317-U1352C-012R-1-0.1,718.2,26.3,31.015,42.7,-0.7,2.2
359-U1468A-096X-1-0.02,718.92,45.8,11.442,45.0,2.2,0.2
359-U1468A-096X-1-0.02,718.92,45.8,11.442,45.0,2.2,0.2
359-U1468A-096X-3-0.48,722.3,48.7,18.103,56.6,3.2,8.1
359-U1471E-015R-1-0.07,722.47,17.8,7.94,44.1,2.1,0.1
359-U1466B-049R-1-0.91,722.61,49.7,19.967,50.5,3.0,7.2
359-U1471E-015R-1-0.47,722.87,43.0,20.919,37.8,2.1,2.2
317-U1351B-084X-1-0.19,726.29,40.9,41.275,51.3,-0.6,4.2
317-U1352C-013R-1-0.17,727.97,17.6,24.366,49.6,-1.5,3.6
359-U1471E-016R-1-0.17,732.27,44.9,8.127,58.2,2.9,10.1
359-U1466B-050R-1-0.91,732.31,31.2,23.161,46.4,2.5,4.8
317-U1352B-085X-1-0.8,735.7,42.7,46.825,41.2,0.1,0.7
317-U1352C-014R-1-0.5,738.0,20.96666666666667,33.697,46.4,-1.5,4.0
317-U1352B-085X-3-0.8,738.7,39.3,45.365,42.8,-0.8,3.2
359-U1468A-098X-1-1.0,739.3,45.6,12.571,72.4,3.3,2.1
317-U1352C-014R-2-0.71,739.71,42.7,48.329,42.4,-1.6,4.5
359-U1466B-051R-1-0.27,741.37,45.6,8.441,58.3,2.6,5.6
359-U1471E-017R-1-0.69,742.49,49.8,9.798,60.2,2.6,5.2
317-U1352B-086X-1-0.16,744.66,44.5,43.879,48.9,-0.8,3.6
359-U1471E-017R-3-0.53,744.66,43.2,33.11,24.5,2.3,-3.1
359-U1471E-017R-3-0.86,744.99,42.7,17.054,47.6,2.7,4.4
359-U1468A-099X-1-0.47,748.47,48.5,27.71,52.2,3.2,4.5
317-U1352C-015R-2-0.55,749.11,41.7,42.03,45.1,-0.6,2.9
317-U1352C-015R-2-0.55,749.11,41.7,42.03,45.1,-0.6,2.9
317-U1352C-015R-2-0.57,749.13,40.1,42.03,45.1,-0.6,2.9
317-U1352C-015R-2-0.81,749.37,28.7,35.301,37.8,-0.7,3.4
359-U1471E-018R-1-0.65,752.15,49.3,18.818,44.8,2.1,9.6
359-U1466B-052R-2-1.13,753.19,44.1,22.327,46.4,2.9,6.0
359-U1471E-018R-2-0.5,753.26,46.9,16.013,54.9,2.2,9.1
359-U1471E-018R-4-0.07,754.51,41.5,16.609,60.1,2.3,5.8
317-U1352B-087X-1-0.7,754.8,41.2,44.832,46.7,-0.5,2.3
317-U1351B-088X-1-0.18,755.08,41.9,50.395,46.5,-0.8,3.0
359-U1466B-052R-4-0.85,755.84,45.9,26.709,53.3,3.0,7.3
317-U1351B-088X-2-0.18,756.58,33.7,55.638,54.5,-0.7,2.7
317-U1352C-016R-1-0.245,757.14,36.4,38.436,47.4,-1.2,2.6
317-U1352C-016R-1-0.425,757.32,25.833333333333332,39.79,47.3,-1.0,3.2
317-U1352C-016R-1-0.425,757.32,25.833333333333332,39.79,47.3,-1.0,3.2
359-U1466B-053R-1-0.21,760.71,43.5,19.771,59.2,3.1,5.4
359-U1466B-053R-1-1.19,761.69,44.6,26.834,44.5,2.8,8.5
359-U1471E-019R-1-0.57,761.77,41.8,13.466,60.7,2.7,11.1
359-U1466B-053R-2-0.22,762.07,46.0,36.384,36.2,3.0,-2.9
359-U1466B-053R-2-1.25,763.1,44.6,29.646,33.8,2.8,-3.2
359-U1466B-053R-3-0.17,763.53,46.8,34.818,46.5,2.8,2.6
359-U1466B-053R-3-0.75,764.11,46.7,22.19,38.4,2.4,-0.2
359-U1471E-019R-3-0.44,764.29,43.5,12.393,43.9,2.4,5.6
317-U1351B-089X-1-1.0,765.5,40.6,59.273,42.8,-0.4,2.8
317-U1351B-089X-2-0.4,766.4,39.9,55.17,51.6,-0.5,3.2
317-U1352C-017R-1-0.33,766.93,37.5,36.199,36.8,-0.5,2.4
317-U1352C-017R-2-0.6,768.67,18.7,29.818,55.5,-1.4,3.0
359-U1471E-020R-1-0.1,771.0,43.5,13.124,53.2,3.2,6.0
359-U1466B-054R-2-0.01,771.58,43.95,39.44,33.1,2.7,-6.1
359-U1471E-020R-3-0.5,774.18,36.3,18.803,33.2,1.8,-0.5
317-U1351B-090X-1-1.0,775.1,45.7,48.88,51.7,-0.6,3.1
317-U1352C-018R-1-0.15,776.4500000000002,18.900000000000002,29.667,38.8,-0.7,3.3
317-U1351B-090X-2-1.0,776.6,35.4,57.783,37.7,0.3,0.1
317-U1352C-018R-1-0.86,777.16,39.8,39.021,53.5,-0.8,2.7
317-U1351B-090X-3-1.0,778.1,38.1,57.918,35.2,0.3,0.9
359-U1471E-021R-1-0.74,781.34,41.3,19.984,45.9,2.9,5.8
359-U1466B-055R-2-0.52,781.41,48.8,4.676,41.7,2.4,-0.6
317-U1352B-090X-1-0.37,783.27,40.9,47.999,42.0,-0.4,3.8
359-U1471E-021R-3-0.87,783.73,46.5,14.714,56.2,2.9,5.4
317-U1352C-019R-1-0.07,786.07,21.0,34.401,41.8,-1.8,6.1
317-U1352C-019R-2-0.16,787.66,41.9,41.301,37.7,-1.3,4.6
359-U1466B-056R-1-0.35,789.95,46.9,33.051,52.8,4.1,8.3
359-U1466B-056R-1-0.49,790.09,50.7,64.996,21.5,1.1,-0.2
359-U1466B-056R-1-1.18,790.78,45.4,26.87,71.9,3.4,3.9
359-U1466B-056R-2-0.13,791.02,46.1,7.731,80.6,3.6,2.1
359-U1466B-056R-2-0.44,791.33,38.1,48.563,30.6,2.6,-6.0
359-U1466B-056R-2-0.44,791.33,38.1,48.563,30.6,2.6,-6.0
359-U1466B-056R-2-0.7,791.59,47.5,21.898,41.0,2.6,7.9
359-U1471E-022R-2-0.86,792.71,46.4,19.141,45.9,2.0,2.5
317-U1352B-091X-1-0.39,792.89,40.1,41.236,48.5,-0.9,4.4
317-U1352B-091X-1-0.39,792.89,40.1,41.236,48.5,-0.9,4.4
317-U1351B-092X-1-0.86,794.16,40.4,58.708,46.8,-0.5,3.8
359-U1471E-022R-4-0.49,794.92,41.6,21.986,50.0,2.8,6.7
359-U1471E-022R-4-0.49,794.92,41.6,21.986,50.0,2.8,6.7
317-U1351B-092X-2-1.0,795.8,38.5,59.03,36.2,-0.7,1.2
317-U1352C-020R-1-0.89,796.59,40.9,33.188,45.6,-1.4,4.8
317-U1352C-020R-2-0.14,797.23,23.5,36.494,38.7,-1.0,3.8
359-U1466B-057R-1-0.31,800.31,44.5,43.504,47.5,3.3,0.7
359-U1466B-057R-1-0.62,800.62,45.1,34.001,72.6,3.2,1.5
359-U1471E-023R-2-0.09,801.49,48.0,14.698,57.3,2.7,5.7
359-U1466B-057R-2-0.34,801.61,42.9,7.091,73.5,3.4,4.4
317-U1352B-092X-1-0.41,802.51,40.7,51.95,48.3,-0.8,4.5
359-U1466B-057R-3-0.33,802.73,31.3,16.911,64.7,2.7,-0.2
359-U1466B-057R-3-0.67,803.07,41.2,16.051,55.5,3.7,3.6
359-U1471E-023R-4-0.12,803.69,39.3,14.002,33.5,2.8,-6.6
317-U1351B-093X-1-1.0,804.0,35.5,59.696,34.3,-0.3,0.6
317-U1351B-093X-2-1.0,805.5,38.1,61.12,38.4,-0.6,1.7
317-U1352C-021R-1-0.45,805.85,40.5,39.22,41.3,-1.3,4.8
317-U1352C-021R-1-1.31,806.71,18.133333333333333,32.019,42.2,-1.1,3.1
317-U1351B-093X-3-1.0,807.0,38.5,57.726,37.5,-0.4,1.2
317-U1351B-093X-4-0.79,808.29,36.9,61.978,36.8,-0.5,1.6
359-U1468A-105X-2-1.28,808.98,47.5,9.027,66.1,3.2,1.8
317-U1351B-093X-5-1.0,810.0,36.4,55.6,46.2,-0.6,2.0
359-U1471E-024R-1-0.56,810.26,39.1,15.55,58.1,3.1,7.6
359-U1471E-024R-1-0.56,810.26,39.1,15.55,58.1,3.1,7.6
359-U1468A-105X-4-0.24,810.94,46.2,5.491,79.0,3.1,1.2
317-U1351B-093X-6-0.75,811.25,37.3,58.782,36.9,-0.3,1.6
359-U1471E-024R-3-0.36,812.18,27.6,28.394,36.0,2.8,-0.8
317-U1351B-094X-1-0.75,813.35,38.3,52.542,36.1,0.0,0.6
359-U1468A-105X-6-0.59,813.94,47.4,7.413,69.9,3.8,4.3
317-U1351B-094X-2-0.75,814.85,38.1,60.185,39.9,-1.0,3.0
317-U1352C-022R-1-0.11,815.11,15.466666666666667,31.814,50.8,-1.1,3.1
359-U1468A-106X-1-0.19,816.09,51.7,5.824,73.1,3.5,3.1
317-U1351B-094X-3-0.75,816.35,39.4,59.798,35.2,-0.7,3.7
317-U1352C-022R-2-0.94,817.36,13.0,33.532,46.6,-1.1,1.8
317-U1351B-094X-4-0.7,817.8,39.0,56.622,41.1,-0.7,3.0
317-U1351B-094X-5-0.3,818.5,36.4,51.176,39.5,-0.2,1.1
359-U1468A-106X-3-0.36,819.25,46.6,14.684,76.3,3.2,3.1
359-U1471E-025R-2-0.2,820.99,35.4,16.101,47.7,2.4,7.1
317-U1352B-094X-1-0.12,821.42,40.1,45.221,45.0,-0.5,2.3
359-U1471E-025R-4-0.8,824.51,37.2,16.844,48.6,2.7,9.2
359-U1468A-107X-1-0.13,825.73,42.1,7.34,59.8,3.1,3.3
317-U1352C-023R-2-0.21,825.81,40.3,48.673,38.1,-1.5,4.6
317-U1352C-023R-2-0.52,826.12,15.733333333333333,45.267,46.0,-1.9,5.8
317-U1352C-023R-CC-0.11,826.45,36.5,43.64,45.5,-1.0,1.7
359-U1471E-026R-2-1.15,831.72,48.3,15.787,42.9,2.3,2.1
359-U1471E-026R-4-0.66,833.82,40.2,15.729,51.1,2.9,7.3
317-U1352C-024R-1-0.73,834.93,37.7,46.792,36.8,0.2,-0.5
359-U1468A-108X-1-0.54,835.84,43.4,8.226,56.5,2.8,4.8
317-U1352C-024R-2-0.74,836.37,16.433333333333334,46.008,34.2,-0.7,1.1
359-U1468A-108X-3-1.11,839.41,46.3,13.544,57.4,2.6,3.0
359-U1471E-027R-1-0.92,839.72,39.2,14.281,58.5,3.6,13.1
317-U1351B-097X-1-0.97,842.37,40.9,57.848,44.3,-0.3,1.6
359-U1471E-027R-3-0.89,842.58,42.7,17.454,45.8,2.3,6.6
317-U1351B-097X-2-0.69,843.59,39.4,61.182,40.3,-0.2,1.4
317-U1352C-025R-1-0.47,844.27,18.933333333333334,42.533,41.6,-1.5,2.9
317-U1351B-097X-3-0.13,844.53,31.9,57.76,42.1,-0.4,1.9
359-U1468A-109X-1-0.16,845.16,43.3,5.436,54.8,3.2,4.2
317-U1352C-025R-2-0.43,845.73,25.099999999999998,43.553,33.5,-0.5,1.3
317-U1351B-097X-4-0.43,845.93,48.3,56.368,43.8,-0.6,2.1
359-U1471E-028R-1-0.46,848.96,38.7,13.38,50.0,2.9,6.0
359-U1471E-028R-3-0.85,851.86,40.7,16.801,54.8,2.1,8.9
317-U1352C-026R-1-1.07,854.4699999999999,20.9,32.087,28.7,0.5,0.3
317-U1352C-026R-2-0.37,854.9500000000002,21.8,32.156,42.7,-0.9,2.7
359-U1471E-029R-1-1.1,859.3,41.2,16.411,55.1,2.4,9.6
359-U1471E-029R-3-0.11,861.09,14.0,15.514,40.7,1.8,6.6
359-U1471E-029R-3-0.18,861.16,42.2,15.514,56.5,2.5,7.8
317-U1352C-027R-1-0.15,863.15,38.4,35.033,48.8,-1.1,1.9
317-U1352C-027R-1-0.81,863.81,16.266666666666666,41.351,36.3,-1.3,2.6
317-U1352C-027R-2-0.37,864.37,17.666666666666664,49.209,47.7,-1.1,2.2
359-U1471E-030R-1-1.37,869.27,37.9,10.198,47.0,2.4,5.6
359-U1471E-030R-3-0.65,871.46,32.0,22.704,36.1,2.7,-1.2
317-U1351B-100X-1-1.34,871.64,41.9,50.129,48.7,-0.7,1.3
317-U1351B-100X-2-1.15,872.95,40.3,50.506,40.7,-0.6,1.2
317-U1351B-100X-2-1.15,872.95,40.3,50.506,40.7,-0.6,1.2
317-U1352C-028R-1-0.83,873.43,50.0,44.685,33.9,0.7,-1.8
317-U1351B-100X-3-0.57,873.87,39.4,51.847,34.4,-0.4,1.2
317-U1352C-028R-2-0.83,874.74,34.3,49.388,42.1,-1.2,2.3
317-U1351B-100X-4-0.85,875.65,26.4,51.345,29.1,0.5,0.5
317-U1351B-100X-4-0.85,875.65,26.4,51.345,29.1,0.5,0.5
317-U1351B-100X-5-0.16,876.46,38.5,48.611,30.6,-0.2,0.9
359-U1471E-031R-1-0.17,877.77,35.2,11.585,49.4,2.6,5.8
359-U1471E-031R-3-0.31,880.81,39.2,12.667,44.4,2.5,3.5
317-U1351B-101X-1-1.01,880.91,39.0,53.77,33.0,-0.5,1.3
317-U1351B-101X-2-0.21,881.61,37.9,50.213,35.8,-0.2,0.6
317-U1352C-029R-2-0.82,884.05,43.5,51.628,41.7,-1.2,2.3
317-U1352C-029R-3-0.22,884.5499999999998,21.666666666666668,51.009,49.4,-1.2,1.6
359-U1471E-032R-1-0.17,887.47,23.4,16.012,44.2,2.4,4.3
359-U1471E-032R-3-0.54,890.05,40.1,17.142,42.6,2.3,5.1
317-U1352C-030R-1-0.32,892.12,21.566666666666666,36.813,44.1,-1.3,3.7
359-U1471E-033R-1-0.33,897.33,40.8,15.287,55.6,2.5,7.3
317-U1351B-103X-1-0.82,900.02,37.4,49.728,42.0,-0.8,2.5
359-U1471E-033R-3-0.94,900.45,44.5,14.864,49.8,2.7,4.4
317-U1352C-031R-1-0.39,901.69,36.1,44.169,39.0,-1.0,5.1
317-U1352C-031R-2-0.42,903.18,19.866666666666664,39.643,48.9,-1.4,4.1
359-U1471E-034R-1-0.14,906.84,42.9,12.086,50.4,1.9,7.3
317-U1351B-104X-1-0.18,908.98,43.8,42.456,40.7,-0.8,2.2
317-U1351B-104X-1-0.205,909.0,43.4,47.416,46.6,-0.5,1.4
359-U1471E-034R-3-0.37,909.79,46.1,11.591,63.7,2.5,5.2
317-U1352C-032R-1-0.13,911.0300000000001,23.266666666666666,36.672,48.1,-1.4,4.8
317-U1352C-032R-1-0.38,911.28,37.0,38.566,30.3,0.7,-0.8
317-U1351B-104X-2-1.01,911.31,38.8,53.006,38.2,-0.6,2.1
317-U1351B-104X-3-0.11,911.91,39.7,46.504,43.8,-0.3,0.8
359-U1471E-035R-2-0.3,918.12,47.3,12.334,53.3,2.4,0.3
359-U1471E-035R-4-0.51,920.55,43.7,17.45,46.1,1.4,0.8
317-U1352C-033R-1-0.48,920.98,35.1,44.793,43.4,-1.8,4.4
317-U1352C-033R-1-0.76,921.2599999999999,24.8,42.382,42.4,-1.0,2.7
317-U1352C-033R-3-0.45,923.7,36.4,43.597,37.9,-1.5,4.0
317-U1352C-033R-3-1.31,924.56,23.066666666666666,38.352,48.5,-1.7,3.9
317-U1351B-106X-1-0.5,928.5,40.8,52.313,45.5,-0.8,2.8
359-U1471E-036R-2-1.19,928.86,44.6,16.364,47.9,2.1,1.3
317-U1351B-106X-2-0.5,930.0,36.8,54.26,40.6,-0.3,1.2
317-U1352C-034R-1-0.46,930.56,38.0,43.38,43.4,-1.1,3.5
359-U1471E-036R-4-0.56,930.74,46.1,14.43,65.9,3.2,4.1
317-U1351B-106X-3-0.39,931.39,36.5,56.206,45.4,-0.8,2.8
317-U1352C-034R-2-1.21,932.38,23.833333333333332,38.669,39.6,-1.0,3.7
317-U1352C-034R-3-0.58,933.25,37.6,38.767,36.6,-0.2,2.3
359-U1471E-037R-1-0.53,936.33,42.0,9.356,65.2,2.2,1.4
317-U1351B-107X-1-0.12,937.72,43.1,37.108,31.6,-0.4,2.0
