DEPTH_WMSF,HCGR,HFK,HTHO,HURA,IDPH,IMPH,SFLU,lithology
45.808,3.6201,0.0977,0.5884,0.8908,1950,1950,0.1589,Interbedded clay and mud
45.9604,3.3781,0.0935,0.5351,0.8813,1950,1950,0.1589,Interbedded clay and mud
46.1128,4.1408,0.1095,0.6858,0.6809,1950,1950,0.1589,Interbedded clay and mud
46.2652,4.636,0.1111,0.8356,0.6459,1950,1950,0.1589,Interbedded clay and mud
46.4176,5.5974,0.1243,1.0664,0.6139,1950,1950,0.1589,Interbedded clay and mud
46.57,6.423,0.154,1.1572,0.5388,1950,1950,0.1589,Interbedded clay and mud
46.7224,6.962,0.1804,1.1754,0.4976,1950,1950,0.1589,Interbedded clay and mud
46.8748,6.6104,0.1786,1.0731,0.5026,1950,1950,0.1589,Interbedded clay and mud
47.0272,7.5532,0.1953,1.2774,0.3618,1950,1950,0.1589,Interbedded clay and mud
47.1796,8.4274,0.2145,1.4455,0.1862,1950,1950,0.1589,Interbedded clay and mud
47.332,8.6923,0.2577,1.2776,0.1397,1950,1950,0.1589,Interbedded clay and mud
47.4844,9.1649,0.2886,1.2476,0.1217,1950,1950,0.1589,Interbedded clay and mud
47.6368,10.4098,0.3383,1.3562,0.088,1950,1950,0.1589,Interbedded clay and mud
47.7892,11.0222,0.3617,1.4153,0.1063,1950,1950,0.1589,Interbedded clay and mud
47.9416,11.8582,0.3813,1.5684,0.113,1950,1950,0.1589,Interbedded clay and mud
48.094,10.9527,0.3606,1.3993,0.2163,1950,1950,0.1589,Interbedded clay and mud
48.2464,9.629,0.2971,1.347,0.2608,1950,1950,0.1589,Interbedded clay and mud
48.3988,9.6843,0.2824,1.4507,0.2127,1950,1950,0.1589,Interbedded clay and mud
48.5512,9.0418,0.2422,1.4798,0.1222,1950,1950,0.1589,Interbedded clay and mud
48.7036,9.3626,0.2323,1.6404,0.1456,1950,1950,0.1589,Interbedded clay and mud
48.856,7.3582,0.1886,1.2537,0.252,1950,1950,0.1589,Interbedded clay and mud
49.0084,6.9687,0.1693,1.2421,0.3149,1950,1950,0.1589,Interbedded clay and mud
49.3132,6.7731,0.1613,1.2261,0.4042,1950,1950,0.1589,Interbedded clay and mud
49.4656,6.5194,0.1538,1.189,0.5487,1950,1950,0.1589,Interbedded clay and mud
49.618,7.074,0.1676,1.2856,0.5418,1950,1950,0.1589,Interbedded clay and mud
49.7704,7.125,0.1605,1.3438,0.5405,1950,1950,0.1589,Interbedded clay and mud
49.9228,7.2866,0.1754,1.3084,0.483,1950,1950,0.1589,Interbedded clay and mud
50.0752,6.5196,0.1582,1.1634,0.503,1950,1950,0.1589,Interbedded clay and mud
50.2276,5.5029,0.114,1.0963,0.7468,1950,1950,0.1589,Interbedded clay and mud
50.38,5.045,0.0912,1.0827,0.8832,1950,1950,0.1589,Interbedded clay and mud
50.5324,5.1348,0.0798,1.1786,0.7993,1950,1950,0.1589,Interbedded clay and mud
50.6848,4.4549,0.0587,1.084,0.6494,1950,1950,0.1589,Interbedded clay and mud
50.8372,3.8383,0.0455,0.964,0.5912,1950,1950,0.1589,Interbedded sand and mud 
50.9896,4.0713,0.0473,1.0282,0.5715,1950,1950,0.1589,Interbedded clay and mud
51.142,4.4717,0.0539,1.1177,0.4823,1950,1950,0.1589,Interbedded clay and mud
51.2944,4.5032,0.0526,1.1353,0.4944,1950,1950,0.1589,Interbedded clay and mud
51.4468,4.9409,0.0647,1.2047,0.5307,1950,1950,0.1589,Interbedded clay and mud
51.5992,5.5093,0.0731,1.3374,0.6137,1950,1950,0.1589,Interbedded clay and mud
51.7516,5.7107,0.0645,1.4525,0.619,1950,1950,0.1589,Interbedded clay and mud
51.904,6.5279,0.0884,1.5748,0.6104,1950,1950,0.1589,Interbedded clay and mud
52.0564,6.9385,0.1152,1.5493,0.6268,1950,1950,0.1589,Interbedded clay and mud
52.2088,6.8877,0.1338,1.4239,0.6923,1950,1950,0.1589,Interbedded clay and mud
52.3612,6.4612,0.1391,1.256,0.794,1950,1950,0.1589,Interbedded clay and mud
52.5136,7.5819,0.1549,1.5232,0.7752,1950,1950,0.1589,Interbedded clay and mud
52.666,7.99,0.1547,1.6549,0.8357,1950,1950,0.1589,Interbedded clay and mud
52.8184,7.9183,0.1628,1.5846,0.8409,1950,1950,0.1589,Interbedded clay and mud
52.9708,7.6626,0.1838,1.3798,0.8505,1950,1950,0.1589,Interbedded clay and mud
53.1232,7.7875,0.1852,1.4113,0.8454,1950,1950,0.1589,Interbedded clay and mud
53.2756,7.5251,0.1663,1.4383,0.8285,1950,1950,0.1589,Interbedded clay and mud
53.428,7.5575,0.1698,1.4277,0.7754,1950,1950,0.1589,Interbedded clay and mud
53.5804,8.3851,0.2046,1.4896,0.7256,1950,1950,0.1589,Interbedded clay and mud
53.7328,8.0737,0.21,1.3582,0.8046,1950,1950,0.1589,Interbedded clay and mud
53.8852,6.9052,0.1653,1.2455,0.7236,1950,1950,0.1589,Interbedded clay and mud
54.0376,6.822,0.1304,1.4229,0.5177,1950,1950,0.1589,Interbedded clay and mud
54.19,5.474,0.1042,1.144,0.525,1950,1950,0.1589,Interbedded clay and mud
54.3424,5.8303,0.1083,1.2343,0.6016,1950,1950,0.1589,Interbedded clay and mud
54.4948,5.8471,0.0951,1.317,0.6734,1950,1950,0.1589,Interbedded clay and mud
54.7996,6.9233,0.0904,1.6895,0.6758,1950,1950,0.1589,Interbedded clay and mud
54.952,6.0405,0.0833,1.4485,0.6013,1950,1950,0.1589,Interbedded clay and mud
55.1044,5.4348,0.0905,1.2121,0.6565,1950,1950,0.1589,Interbedded clay and mud
55.2568,5.7191,0.1063,1.2105,0.6854,1950,1950,0.1589,Interbedded clay and mud
55.4092,7.2401,0.1594,1.387,0.7117,1950,1950,0.1589,Interbedded clay and mud
55.5616,6.8847,0.1642,1.2452,0.6648,1950,1950,0.1589,Interbedded clay and mud
55.714,7.3432,0.2073,1.1395,0.6442,1950,1950,0.1589,Interbedded clay and mud
55.8664,7.415,0.2093,1.1509,0.6358,1950,1950,0.1589,Interbedded clay and mud
56.0188,8.5724,0.2594,1.2285,0.6192,1950,1950,0.1589,Interbedded clay and mud
56.1712,8.9786,0.2561,1.3778,0.6202,1950,1950,0.1589,Interbedded clay and mud
56.3236,8.0187,0.2348,1.1949,0.6804,1950,1950,0.1589,Interbedded clay and mud
56.476,8.1841,0.2521,1.1467,0.6728,1950,1950,0.1589,Interbedded clay and mud
56.6284,8.5346,0.2782,1.1065,0.7839,1950,1950,0.1589,Interbedded clay and mud
56.7808,9.4092,0.3031,1.2408,0.7723,1950,1950,0.1589,Interbedded clay and mud
56.9332,9.6489,0.2982,1.3465,0.8468,1950,1950,0.1589,Interbedded clay and mud
57.0856,8.8586,0.2328,1.4761,0.8009,1950,1950,0.1589,Interbedded clay and mud
57.238,8.6728,0.2179,1.5038,0.8811,1950,1950,0.1589,Interbedded clay and mud
57.3904,7.6046,0.1813,1.3757,1.016,1950,1950,0.1589,Interbedded clay and mud
57.5428,7.2515,0.1792,1.2749,1.0658,1950,1950,0.1589,Interbedded clay and mud
57.6952,6.6676,0.1602,1.1987,1.0731,1950,1950,0.1589,Interbedded clay and mud
57.8476,5.7829,0.1532,0.9564,1.1126,1950,1950,0.1589,Interbedded clay and mud
58,5.7175,0.1419,1.0018,1.0726,1950,1950,0.1589,Interbedded clay and mud
58.1524,5.4185,0.122,1.0226,1.1456,1950,1950,0.1589,Interbedded clay and mud
58.3048,5.5731,0.124,1.0601,1.0874,1950,1950,0.1589,Interbedded clay and mud
58.4572,5.5219,0.1156,1.0932,1.0408,1950,1950,0.1589,Interbedded clay and mud
58.762,4.9106,0.116,0.8948,0.8536,1950,1950,0.1589,Interbedded clay and mud
58.9144,5.3331,0.1301,0.9474,0.8111,1950,1950,0.1589,Interbedded clay and mud
59.0668,6.0424,0.1469,1.0767,0.66,1950,1950,0.1589,Interbedded clay and mud
59.2192,7.5999,0.1915,1.3145,0.5754,1950,1950,0.1589,Interbedded clay and mud
59.3716,7.355,0.1671,1.3789,0.5485,1950,1950,0.1589,Interbedded clay and mud
59.524,7.5701,0.1779,1.3846,0.5661,1950,1950,0.1589,Interbedded clay and mud
59.6764,6.4137,0.1448,1.2077,0.48,1950,1950,0.1589,Interbedded clay and mud
59.8288,7.2803,0.1327,1.5565,0.4121,1950,1950,0.1589,Interbedded clay and mud
59.9812,6.7084,0.1096,1.5081,0.4635,1950,1950,0.1589,Interbedded clay and mud
60.1336,7.8962,0.1098,1.8878,0.4991,1950,1950,0.1589,Interbedded clay and mud
60.286,9.8887,0.1813,2.1077,0.5233,1950,1950,0.1589,Interbedded clay and mud
60.4384,9.5911,0.1572,2.1533,0.7518,1950,1950,0.1589,Interbedded clay and mud
60.5908,10.0025,0.1594,2.272,0.821,1950,1950,0.1589,Interbedded clay and mud
60.7432,9.1701,0.1505,2.0577,0.8081,1950,1950,0.1589,Interbedded clay and mud
60.8956,9.5741,0.1435,2.228,0.771,1950,1950,0.1589,Interbedded clay and mud
61.048,8.6582,0.1181,2.0835,0.7163,1950,1950,0.1589,Interbedded clay and mud
61.2004,9.0944,0.125,2.1825,0.5229,1950,1950,0.1589,Interbedded clay and mud
61.3528,8.6786,0.1212,2.0716,0.5389,1950,1950,0.1589,Interbedded clay and mud
61.5052,9.716,0.1574,2.1921,0.6628,1950,1950,0.1589,Interbedded clay and mud
61.81,10.3786,0.1823,2.2589,0.4349,1950,1950,0.1589,Interbedded clay and mud
61.9624,10.0523,0.1681,2.2373,0.3936,1950,1950,0.1589,Interbedded clay and mud
62.1148,11.9534,0.2079,2.6134,0.27,1950,1950,0.1589,Interbedded clay and mud
62.2672,13.1671,0.2295,2.8762,0.2137,1950,1950,0.1589,Interbedded clay and mud
62.4196,14.4559,0.229,3.2924,0.1713,1950,1950,0.1589,Interbedded clay and mud
62.572,12.94,0.1963,2.9981,0.2511,1950,1950,0.1589,Interbedded clay and mud
62.7244,12.8954,0.222,2.8332,0.134,1950,1950,0.1589,Interbedded clay and mud
62.8768,10.0583,0.1645,2.2604,0.2432,1950,1950,0.1589,Interbedded clay and mud
63.0292,10.5553,0.1919,2.2594,0.2225,1950,1950,0.1589,Interbedded clay and mud
63.1816,10.3025,0.2022,2.1181,0.2846,1950,1950,0.1589,Interbedded clay and mud
63.334,9.7341,0.2053,1.9175,0.344,1950,1950,0.1589,Interbedded clay and mud
63.4864,8.028,0.1774,1.5343,0.4365,1950,1950,0.1589,Interbedded clay and mud
63.6388,8.0265,0.1588,1.6427,0.478,1950,1950,0.1589,Interbedded clay and mud
63.7912,8.6845,0.1722,1.7751,0.4853,1950,1950,0.1589,Interbedded clay and mud
63.9436,9.3278,0.1731,1.9761,0.5388,1950,1950,0.1589,Interbedded clay and mud
64.096,10.3821,0.2148,2.0695,0.5829,1950,1950,0.1589,Interbedded clay and mud
64.2484,10.5583,0.2334,2.0173,0.6144,1950,1950,0.1589,Interbedded clay and mud
64.4008,9.9991,0.2157,1.9417,0.7133,1950,1950,0.1589,Interbedded clay and mud
64.5532,11.5217,0.2678,2.1249,0.5931,1950,1950,0.1589,Interbedded clay and mud
64.7056,12.2994,0.301,2.1795,0.6327,1950,1950,0.1589,Interbedded clay and mud
64.858,12.9456,0.3196,2.2776,0.6102,1950,1950,0.1589,Interbedded clay and mud
65.3152,11.2532,0.2818,1.9565,0.5143,1950,1950,0.1589,Interbedded clay and mud
65.4676,10.9185,0.2809,1.8543,0.4766,1950,1950,0.1589,Interbedded clay and mud
65.62,12.5706,0.3552,1.9492,0.5673,1950,1950,0.1589,Interbedded clay and mud
65.7724,9.5729,0.2936,1.3491,0.602,1950,1950,0.1589,Interbedded clay and mud
65.9248,8.4499,0.2656,1.1532,0.4805,1950,1950,0.1589,Interbedded clay and mud
66.0772,6.6481,0.2106,0.8973,0.2945,1950,1950,0.1589,Interbedded clay and mud
66.2296,7.1034,0.2152,1.0166,0.3855,1950,1950,0.1589,Interbedded clay and mud
66.382,7.5852,0.2163,1.1647,0.3707,1950,1950,0.1589,Interbedded clay and mud
66.5344,8.189,0.204,1.4302,0.3246,1950,1950,0.1589,Interbedded clay and mud
66.6868,7.9388,0.1509,1.6607,0.1707,1950,1950,0.1589,Interbedded clay and mud
66.8392,6.482,0.116,1.398,0.2242,1950,1950,0.1589,Interbedded clay and mud
66.9916,7.7773,0.1498,1.6156,0.1374,1950,1950,0.1589,Interbedded clay and mud
67.144,8.9639,0.181,1.813,0.2085,1950,1950,0.1589,Interbedded clay and mud
67.2964,10.0223,0.1981,2.0524,0.1094,1950,1950,0.1589,Interbedded clay and mud
67.4488,9.5099,0.1742,2.0277,0.1389,1950,1950,0.1589,Interbedded clay and mud
67.6012,9.1768,0.1732,1.927,0.098,1950,1950,0.1589,Interbedded clay and mud
67.7536,7.6229,0.1422,1.6105,0.207,1950,1950,0.1589,Interbedded clay and mud
67.906,7.2501,0.1524,1.4314,0.2398,1950,1950,0.1589,Interbedded clay and mud
68.0584,7.5528,0.1337,1.6376,0.2449,1950,1950,0.1589,Interbedded clay and mud
68.2108,7.1022,0.1383,1.4666,0.3588,1950,1950,0.1589,Interbedded clay and mud
68.3632,6.6793,0.173,1.1278,0.5296,1950,1950,0.1589,Interbedded clay and mud
68.5156,8.9856,0.2391,1.4799,0.5943,1950,1950,0.1589,Interbedded clay and mud
68.668,9.2485,0.2457,1.5255,0.7082,1950,1950,0.1589,Interbedded clay and mud
68.8204,9.7624,0.228,1.7941,0.805,1950,1950,0.1589,Interbedded clay and mud
68.9728,9.1998,0.218,1.6725,0.841,1950,1950,0.1589,Interbedded clay and mud
69.1252,9.3486,0.1954,1.8521,0.934,1950,1950,0.1589,Interbedded clay and mud
69.2776,11.5663,0.2369,2.3203,1.0285,1950,1950,0.1589,Interbedded clay and mud
69.43,13.0437,0.2834,2.5211,1.2945,1950,1950,0.1589,Interbedded clay and mud
69.5824,14.6959,0.3317,2.7684,1.3715,1950,1950,0.1589,Interbedded clay and mud
69.7348,14.333,0.3657,2.4526,1.2125,1950,1950,0.1589,Interbedded clay and mud
69.8872,13.2621,0.3373,2.2755,1.2508,1950,1950,0.1589,Interbedded clay and mud
70.0396,11.43,0.288,1.9771,1.2341,1950,1950,0.1589,Interbedded clay and mud
70.192,10.9126,0.2566,1.9952,1.0645,1950,1950,0.1589,Interbedded clay and mud
70.3444,9.6253,0.1946,1.9452,0.8802,1950,1950,0.1589,Interbedded clay and mud
70.4968,8.9269,0.2041,1.6657,0.8902,1950,1950,0.1589,Interbedded clay and mud
70.6492,9.395,0.2134,1.7616,1.057,1950,1950,0.1589,Interbedded clay and mud
70.8016,11.082,0.2358,2.171,0.8789,1950,1950,0.1589,Interbedded clay and mud
70.954,9.9239,0.1933,2.0486,0.8064,1950,1950,0.1589,Interbedded clay and mud
71.2588,7.6189,0.1196,1.7414,0.3508,1950,1950,0.1589,Interbedded clay and mud
71.4112,6.0607,0.0831,1.4557,0.424,1950,1950,0.1589,Interbedded clay and mud
71.5636,5.5926,0.0835,1.3033,0.2791,1950,1950,0.1589,Interbedded sand and mud 
71.716,5.5769,0.0722,1.3647,0.2931,1950,1950,0.1589,Interbedded sand and mud 
71.8684,5.8859,0.0706,1.473,0.2483,1950,1950,0.1589,Interbedded sand and mud 
72.0208,5.8239,0.0691,1.4618,0.3076,1950,1950,0.1589,Interbedded clay and mud
72.1732,5.4927,0.0553,1.4366,0.2765,1950,1950,0.1589,Interbedded sand and mud 
72.3256,5.9339,0.0494,1.6128,0.3258,1950,1950,0.1589,Interbedded clay and mud
72.478,5.246,0.065,1.301,0.3869,1950,1950,0.1589,Interbedded clay and mud
72.6304,4.6555,0.0736,1.0611,0.5013,1950,1950,0.1589,Interbedded clay and mud
72.7828,4.8395,0.1022,0.9527,0.5122,1950,1950,0.1589,Interbedded clay and mud
72.9352,5.0603,0.106,1.0013,0.6391,1950,1950,0.1589,Interbedded clay and mud
73.0876,6.4233,0.1369,1.2573,0.5458,1950,1950,0.1589,Interbedded clay and mud
73.24,7.8876,0.1687,1.5408,0.4426,1950,1950,0.1589,Interbedded clay and mud
73.3924,8.0488,0.1788,1.5328,0.4388,1950,1950,0.1589,Interbedded clay and mud
73.5448,7.1873,0.1801,1.2493,0.493,1950,1950,0.1589,Interbedded clay and mud
73.6972,7.4081,0.1883,1.2723,0.3896,1950,1950,0.1589,Interbedded clay and mud
73.8496,8.0287,0.2066,1.3636,0.348,1950,1950,0.1589,Interbedded clay and mud
74.002,8.4113,0.2379,1.3034,0.2793,1950,1950,0.1589,Interbedded clay and mud
74.1544,8.4368,0.2429,1.2823,0.207,1950,1950,0.1589,Interbedded clay and mud
74.3068,8.8049,0.232,1.4639,0.1587,1950,1950,0.1589,Interbedded clay and mud
74.4592,9.6386,0.2462,1.648,0.1536,1950,1950,0.1589,Interbedded clay and mud
74.6116,10.7009,0.2951,1.7024,0.0993,1950,1950,0.1589,Interbedded clay and mud
74.764,10.0566,0.2888,1.5327,0.1817,1950,1950,0.1589,Interbedded clay and mud
74.9164,8.5783,0.2609,1.2224,0.2657,1950,1950,0.1589,Interbedded clay and mud
75.0688,7.541,0.2405,1.0092,0.2556,1950,1950,0.1589,Interbedded clay and mud
75.2212,6.85,0.2285,0.8577,0.2735,1950,1950,0.1589,Interbedded clay and mud
75.3736,6.5006,0.2175,0.8101,0.271,1950,1950,0.1589,Interbedded clay and mud
75.526,5.7936,0.1934,0.725,0.2538,1950,1950,0.1589,Interbedded clay and mud
75.6784,4.6501,0.1567,0.5732,0.3026,1950,1950,0.1589,Interbedded clay and mud
75.8308,3.4168,0.1204,0.3904,0.3437,1950,1950,0.1589,Interbedded sand and mud 
75.9832,2.5269,0.0928,0.2666,0.3158,1950,1950,0.1589,Interbedded sand and mud 
76.1356,,0.0605,0.2796,0.3073,1950,1950,0.1589,Interbedded sand and mud 
76.288,1.9374,0.0395,0.39,0.3452,1950,1950,0.1589,Interbedded sand and mud 
76.4404,2.2036,0.0444,0.4464,0.4175,1950,1950,0.1589,Interbedded sand and mud 
76.5928,2.4101,0.0566,0.4412,0.4785,1950,1950,0.1589,Interbedded sand and mud 
76.7452,2.8702,0.0516,0.6178,0.4147,1950,1950,0.1589,Interbedded sand and mud 
76.8976,3.0377,0.0526,0.6656,0.3508,1950,1950,0.1589,Interbedded sand and mud 
77.05,3.6309,0.0775,0.7101,0.378,1950,1950,0.1589,Interbedded sand and mud 
77.2024,4.5784,0.1071,0.8403,0.4155,1950,1950,,Interbedded clay and mud
77.3548,5.6795,0.1418,0.9897,0.3565,1950,1950,0.1589,Interbedded clay and mud
77.5072,5.9167,0.1371,,0.2808,1950,1950,0.1589,Interbedded clay and mud
77.812,5.2339,0.1313,0.9086,0.2639,1950,1950,0.1589,Interbedded clay and mud
77.9644,5.1451,0.137,0.8466,0.2151,1950,1950,0.1589,Interbedded sand and mud 
78.1168,6.3246,0.1603,1.0881,0.1441,1950,1950,0.1589,Interbedded sand and mud 
78.2692,7.1468,0.1652,1.3231,0.0753,1950,1950,0.1589,Interbedded sand and mud 
78.4216,6.9641,0.1746,1.2096,0.0813,1950,1950,0.1589,Interbedded sand and mud 
78.574,5.3652,0.1343,0.9329,0.0695,1950,1950,0.1589,Interbedded sand and mud 
78.7264,4.0743,0.0962,0.7424,0.0771,1950,1950,0.1589,Interbedded sand and mud 
78.8788,2.6063,0.0606,0.4802,0.039,1950,1950,0.1589,Interbedded sand and mud 
79.0312,1.7922,0.0339,0.3756,0.0381,1950,1950,0.1589,Interbedded sand and mud 
79.1836,1.7027,0.039,0.3171,0.0238,1950,1950,0.1589,Interbedded sand and mud 
79.336,2.2153,0.0483,0.4268,0.0258,1950,1950,0.1589,Interbedded sand and mud 
79.4884,3.115,0.066,0.612,0.0195,1950,1950,0.1589,Interbedded sand and mud 
79.6408,3.722,0.0713,0.7755,0.0534,1950,1950,0.1589,Interbedded sand and mud 
79.7932,3.6154,0.0683,0.7585,0.0907,1950,1950,0.1589,Interbedded sand and mud 
79.9456,3.4771,0.0745,0.6784,0.1055,1950,1950,0.1589,Interbedded sand and mud 
80.098,3.0034,0.0709,0.5472,0.0939,1950,1950,0.1589,Interbedded sand and mud 
80.2504,3.2524,0.077,0.5915,0.1065,1950,1950,0.1589,Interbedded sand and mud 
80.4028,4.2647,0.1114,0.715,0.1183,1950,1950,0.1589,Interbedded sand and mud 
80.5552,5.3577,0.1298,0.9575,0.1506,1950,1950,0.1589,Interbedded sand and mud 
80.7076,6.7216,0.1624,1.2041,0.1557,1950,1950,0.1589,Interbedded clay and mud
80.86,7.7698,0.1863,1.4003,0.219,1950,1950,0.1589,Interbedded clay and mud
81.0124,9.9921,0.2324,1.843,0.2832,1950,1950,0.1589,Interbedded clay and mud
81.1648,12.5071,0.3143,2.1698,0.4535,1950,1950,0.1589,Interbedded clay and mud
81.3172,14.2732,0.3851,2.3214,0.4038,1950,1950,0.1589,Interbedded clay and mud
81.4696,16.4138,0.4501,2.6276,0.3865,1950,1950,0.1589,Interbedded sand and mud 
81.622,17.0956,0.482,2.6593,0.3219,1950,1950,0.1589,Interbedded sand and mud 
81.7744,22.8737,0.647,3.546,0.3309,1950,1950,0.1589,Interbedded sand and mud 
81.9268,33.4614,0.9527,5.151,0.5541,1950,1950,0.1589,Mud
82.0792,49.1525,1.3803,7.6785,0.6691,1950,1950,0.1589,Mud
82.2316,60.0031,1.7365,9.0716,0.9614,1950,1950,0.5894,Interbedded clay and mud
82.384,58.7154,1.7262,8.719,1.2912,0.9995,1950,0.9396,Interbedded clay and mud
82.5364,59.0097,1.7542,8.65,1.1943,0.3803,54.214,0.7171,Mud
82.6888,57.5133,1.7552,8.1643,1.3021,0.4274,1.8567,0.7319,Mud
82.8412,59.8208,1.8201,8.524,1.3396,0.4656,0.846,0.6779,Mud
82.9936,59.938,1.8185,8.5711,1.484,0.556,0.6019,0.7189,Mud
83.146,58.3027,1.7422,8.4934,1.3443,0.9156,0.5606,0.7913,Mud
83.2984,55.5278,1.6695,8.029,1.3665,1.0464,0.629,0.8596,Mud
83.4508,51.2288,1.5697,7.2353,1.5324,1.0824,0.8053,0.8151,Mud
83.6032,51.7382,1.6011,7.2147,1.3722,1.616,1.0914,0.892,Mud
83.7556,50.0908,1.5511,6.9788,1.5068,1.7073,1.3602,0.7073,Mud
83.908,51.6648,1.5449,7.52,1.2196,1.2261,1.3966,0.7229,Mud
84.0604,51.1102,1.4978,7.6178,0.7694,1.2424,1.2812,0.7533,Mud
84.2128,50.1341,1.4466,7.6047,0.7695,1.2635,1.2106,0.7406,Mud
84.3652,46.8479,1.3154,7.3194,0.9487,1.3,1.2414,0.8311,Mud
84.5176,47.0773,1.3057,7.4495,0.8795,1.3536,1.3725,0.9565,Mud
84.67,46.1137,1.2495,7.4697,0.7626,1.4264,1.5687,0.8292,Mud
84.8224,44.4036,1.2419,6.9659,0.865,1.5047,1.7309,0.9911,Mud
84.9748,46.045,1.2751,7.2981,0.9135,1.5652,1.7595,1.1923,Mud
85.1272,50.449,1.3637,8.191,0.7812,1.5778,1.6564,1.1382,Mud
85.2796,55.7047,1.4812,9.1886,1.0013,1.5326,1.4928,0.8685,Mud
85.432,63.1016,1.5829,10.9646,0.7626,1.4736,1.3376,0.8643,Mud
85.5844,64.5838,1.6394,11.1091,1.1192,1.4112,1.2268,0.667,Mud
85.7368,62.2063,1.5792,10.6988,1.2132,1.3499,1.1628,0.6959,Mud
86.0416,63.9063,1.7309,10.3558,0.7951,1.2435,1.1305,0.6927,Mud
86.194,63.1121,1.7289,10.1128,0.9751,1.2112,1.1324,0.5784,Mud
86.3464,63.1755,1.7724,9.8784,1.2074,1.1984,1.1292,0.8059,Mud
86.4988,59.9033,1.6322,9.6503,1.3914,1.1991,1.121,0.6391,Mud
86.6512,60.7194,1.672,9.6793,1.5984,1.2102,1.1131,0.7515,Mud
86.8036,58.9593,1.6351,9.3308,1.6856,1.2177,1.1092,0.5914,Mud
86.956,66.2472,1.7843,10.7939,1.6652,1.221,1.111,0.8074,Mud
87.1084,62.0051,1.7728,9.5013,1.9599,1.2219,1.1169,0.7013,Mud
87.5656,52.3911,1.3666,8.7971,2.03,1.2128,1.1263,0.6969,Marl
87.718,53.3796,1.3723,9.0801,2.1741,1.2078,1.1217,0.7856,Marl
87.8704,51.937,1.3541,8.7247,2.3397,1.2039,1.1139,0.7162,Marl
88.0228,54.3418,1.458,8.8873,2.5898,1.2033,1.1054,0.7795,Marl
88.1752,56.4743,1.5257,9.1745,2.3157,1.2024,1.0982,0.8012,Mud
88.3276,57.8623,1.5346,9.5673,1.8417,1.2021,1.0929,0.7378,Mud
88.48,54.5786,1.4106,9.2407,1.7889,1.2017,1.0889,0.6003,Mud
88.6324,51.5283,1.4006,8.3214,2.1891,1.2001,1.0847,0.743,Marl
88.7848,54.0778,1.4958,8.581,2.2274,1.1989,1.0802,0.6333,Marl
89.0896,57.5015,1.7827,7.9995,2.0953,1.1984,1.0771,0.7765,Mud
89.242,55.1584,1.7686,7.3307,1.7436,1.1994,1.0811,0.6298,Mud
89.3944,51.7043,1.6989,6.6311,1.749,1.2002,1.0871,0.6286,Mud
89.5468,55.2677,1.779,7.3048,1.4385,1.1978,1.0921,0.6523,Mud
89.6992,60.0569,1.9007,8.1277,1.3111,1.1946,1.0935,0.8069,Mud
89.8516,60.296,1.9542,7.8912,1.5223,1.1974,1.091,0.5751,Mud
90.004,59.4694,1.8981,7.955,1.7016,1.208,1.0851,0.5953,Mud
90.1564,63.2192,2.0537,8.2458,1.6058,1.2264,1.0771,0.7803,Mud
90.3088,62.1876,1.9408,8.5761,1.2626,1.2478,1.0725,0.7662,Mud
90.4612,62.9808,1.8598,9.3047,0.9004,1.2708,1.0822,0.6044,Mud
90.6136,62.1126,1.776,9.5174,1.033,1.2975,1.1175,0.7969,Mud
90.766,64.3577,1.7929,10.1379,1.003,1.3292,1.184,0.7244,Mud
90.9184,63.8461,1.7094,10.4625,0.973,1.3658,1.2763,0.771,Mud
91.0708,58.9588,1.5134,10.0435,0.7294,1.4186,1.3752,0.8853,Mud
91.2232,52.8873,1.3857,8.8443,0.8263,1.4866,1.4566,0.965,Mud
91.3756,49.6386,1.2965,8.325,1.0602,1.5748,1.5099,0.8249,Marl
91.528,50.631,1.2851,8.7099,0.8279,1.6694,1.5431,0.8157,Marl
91.6804,46.1752,1.23,7.6037,1.0968,1.7458,1.5708,0.9191,Mud
91.8328,41.1412,1.087,6.8272,1.298,1.8198,1.6059,0.9236,Mud
91.9852,37.9807,1.0731,5.8948,1.217,1.8969,1.6595,0.9274,Mud
92.1376,35.3976,1.0644,5.1176,1.714,1.9946,1.7396,0.9609,Sandy Mud
92.29,34.1294,1.1134,4.4245,1.4484,2.1168,1.8505,1.0905,Sandy Mud
92.4424,35.9508,1.1065,5.0489,0.9945,2.2767,1.9917,1.1224,Mud
92.5948,32.4726,1.0341,4.3569,1.1175,2.4493,2.1525,1.1811,Sandy Mud
92.7472,35.7438,1.1006,5.0167,0.9844,2.5645,2.308,1.3198,Mud
92.8996,41.6484,1.1613,6.5542,0.5911,2.6114,2.4247,1.2886,Sandy Mud
93.052,47.1977,1.2834,7.6187,0.5446,2.588,2.4677,1.5301,Sandy Mud
